membership_period_id,member_id,period_year,period_start,period_end,membership_type,list_fee,discount_amount,net_membership_revenue,contribution_margin,renewed_next_period
MP000305,M00150,2023,2023-04-15,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000306,M00150,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000307,M00150,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000308,M00151,2024,2024-09-15,2024-12-31,Youth annual,300,0,300,93,No
MP000309,M00152,2024,2024-01-27,2024-12-31,Youth annual,300,0,300,93,Yes
MP000310,M00152,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP000311,M00153,2025,2025-04-26,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000312,M00154,2022,2022-08-30,2022-12-31,Adult annual,540,0,540,237.6,No
MP000313,M00155,2024,2024-01-13,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP000314,M00155,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP000315,M00156,2022,2022-10-04,2022-12-31,Monthly flexible,480,50,430,176.3,Yes
MP000316,M00156,2023,2023-01-01,2023-12-31,Monthly flexible,480,25,455,186.55,Yes
MP000317,M00156,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000318,M00156,2025,2025-01-01,2025-12-31,Monthly flexible,480,50,430,176.3,Censored
MP000319,M00157,2024,2024-04-29,2024-12-31,Senior annual,390,50,340,122.4,Yes
MP000320,M00157,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP000321,M00158,2022,2022-07-24,2022-12-31,Family annual,840,0,840,327.6,No
MP000322,M00159,2025,2025-08-14,2025-12-31,Youth annual,300,0,300,93,Censored
MP000323,M00160,2024,2024-01-26,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000324,M00160,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000325,M00161,2024,2024-06-04,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000326,M00161,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000327,M00162,2022,2022-02-11,2022-12-31,Adult annual,540,50,490,215.6,Yes
MP000328,M00162,2023,2023-01-01,2023-12-31,Adult annual,540,75,465,204.6,Yes
MP000329,M00162,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000330,M00162,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000331,M00163,2023,2023-10-05,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000332,M00163,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000333,M00163,2025,2025-01-01,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP000334,M00164,2022,2022-01-18,2022-12-31,Family annual,840,0,840,327.6,No
MP000335,M00165,2024,2024-11-15,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000336,M00165,2025,2025-01-01,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP000337,M00166,2022,2022-02-02,2022-12-31,Monthly flexible,480,0,480,196.8,No
MP000338,M00167,2024,2024-08-24,2024-12-31,Family annual,840,25,815,317.85,Yes
MP000339,M00167,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000340,M00168,2023,2023-07-13,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000341,M00168,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP000342,M00169,2023,2023-02-23,2023-12-31,Monthly flexible,480,50,430,176.3,Yes
MP000343,M00169,2024,2024-01-01,2024-12-31,Monthly flexible,480,50,430,176.3,Yes
MP000344,M00169,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000345,M00170,2025,2025-11-19,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP000346,M00171,2023,2023-02-03,2023-12-31,Youth annual,300,0,300,93,Yes
MP000347,M00171,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,No
MP000348,M00172,2023,2023-11-11,2023-12-31,Family annual,840,0,840,327.6,No
MP000349,M00173,2023,2023-03-02,2023-12-31,Adult annual,540,50,490,215.6,No
MP000350,M00174,2024,2024-10-19,2024-12-31,Monthly flexible,480,75,405,166.05,Yes
MP000351,M00174,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000352,M00175,2023,2023-07-05,2023-12-31,Adult annual,540,75,465,204.6,Yes
MP000353,M00175,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000354,M00175,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000355,M00176,2024,2024-03-13,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000356,M00176,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000357,M00177,2023,2023-07-13,2023-12-31,Family annual,840,0,840,327.6,No
MP000358,M00178,2025,2025-02-20,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000359,M00179,2023,2023-08-11,2023-12-31,Youth annual,300,0,300,93,Yes
MP000360,M00179,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,Yes
MP000361,M00179,2025,2025-01-01,2025-12-31,Youth annual,300,25,275,85.25,Censored
MP000362,M00180,2024,2024-03-24,2024-12-31,Monthly flexible,480,75,405,166.05,No
MP000363,M00181,2023,2023-10-23,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000364,M00181,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000365,M00181,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000366,M00182,2024,2024-06-30,2024-12-31,Adult annual,540,0,540,237.6,No
MP000367,M00183,2024,2024-06-29,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000368,M00183,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000369,M00184,2024,2024-10-17,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP000370,M00184,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000371,M00185,2022,2022-10-09,2022-12-31,Youth annual,300,0,300,93,No
MP000372,M00186,2025,2025-01-27,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP000373,M00187,2025,2025-01-11,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP000374,M00188,2022,2022-05-22,2022-12-31,Senior annual,390,0,390,140.4,No
MP000375,M00189,2022,2022-07-31,2022-12-31,Family annual,840,0,840,327.6,Yes
MP000376,M00189,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000377,M00189,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,No
MP000378,M00190,2022,2022-11-07,2022-12-31,Senior annual,390,50,340,122.4,Yes
MP000379,M00190,2023,2023-01-01,2023-12-31,Senior annual,390,0,390,140.4,No
MP000380,M00191,2024,2024-04-08,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000381,M00191,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP000382,M00192,2023,2023-02-25,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP000383,M00192,2024,2024-01-01,2024-12-31,Senior annual,390,50,340,122.4,Yes
MP000384,M00192,2025,2025-01-01,2025-12-31,Senior annual,390,75,315,113.4,Censored
MP000385,M00193,2024,2024-03-01,2024-12-31,Senior annual,390,0,390,140.4,No
MP000386,M00194,2022,2022-05-10,2022-12-31,Adult annual,540,25,515,226.6,Yes
MP000387,M00194,2023,2023-01-01,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP000388,M00194,2024,2024-01-01,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP000389,M00194,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP000390,M00195,2023,2023-07-20,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000391,M00195,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000392,M00195,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000393,M00196,2024,2024-06-08,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP000394,M00196,2025,2025-01-01,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP000395,M00197,2022,2022-06-04,2022-12-31,Senior annual,390,0,390,140.4,Yes
MP000396,M00197,2023,2023-01-01,2023-12-31,Senior annual,390,0,390,140.4,No
MP000397,M00198,2024,2024-08-31,2024-12-31,Family annual,840,75,765,298.35,No
MP000398,M00199,2023,2023-09-09,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000399,M00199,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP000400,M00200,2025,2025-11-05,2025-12-31,Monthly flexible,480,75,405,166.05,Censored
MP000401,M00201,2023,2023-11-23,2023-12-31,Adult annual,540,0,540,237.6,No
MP000402,M00202,2022,2022-09-09,2022-12-31,Monthly flexible,480,75,405,166.05,No
MP000403,M00203,2023,2023-01-06,2023-12-31,Family annual,840,25,815,317.85,Yes
MP000404,M00203,2024,2024-01-01,2024-12-31,Family annual,840,25,815,317.85,Yes
MP000405,M00203,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000406,M00204,2022,2022-11-04,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP000407,M00204,2023,2023-01-01,2023-12-31,Adult annual,540,50,490,215.6,No
MP000408,M00205,2022,2022-09-06,2022-12-31,Family annual,840,0,840,327.6,Yes
MP000409,M00205,2023,2023-01-01,2023-12-31,Family annual,840,25,815,317.85,Yes
MP000410,M00205,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000411,M00205,2025,2025-01-01,2025-12-31,Family annual,840,50,790,308.1,Censored
MP000412,M00206,2023,2023-01-28,2023-12-31,Monthly flexible,480,50,430,176.3,Yes
MP000413,M00206,2024,2024-01-01,2024-12-31,Monthly flexible,480,25,455,186.55,No
MP000414,M00207,2022,2022-09-21,2022-12-31,Family annual,840,0,840,327.6,Yes
MP000415,M00207,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000416,M00207,2024,2024-01-01,2024-12-31,Family annual,840,25,815,317.85,No
MP000417,M00208,2024,2024-06-12,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000418,M00208,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000419,M00209,2024,2024-09-21,2024-12-31,Youth annual,300,50,250,77.5,Yes
MP000420,M00209,2025,2025-01-01,2025-12-31,Youth annual,300,75,225,69.75,Censored
MP000421,M00210,2023,2023-06-25,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000422,M00210,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP000423,M00211,2025,2025-06-11,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000424,M00212,2024,2024-10-03,2024-12-31,Youth annual,300,50,250,77.5,Yes
MP000425,M00212,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP000426,M00213,2023,2023-05-20,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000427,M00213,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000428,M00213,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000429,M00214,2024,2024-07-04,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000430,M00214,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000431,M00215,2024,2024-09-10,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP000432,M00215,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000433,M00216,2022,2022-06-23,2022-12-31,Senior annual,390,0,390,140.4,No
MP000434,M00217,2025,2025-11-13,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000435,M00218,2023,2023-10-16,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP000436,M00219,2022,2022-01-31,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP000437,M00219,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000438,M00219,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000439,M00219,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000440,M00220,2022,2022-08-25,2022-12-31,Youth annual,300,0,300,93,Yes
MP000441,M00220,2023,2023-01-01,2023-12-31,Youth annual,300,0,300,93,Yes
MP000442,M00220,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,No
MP000443,M00221,2023,2023-10-16,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000444,M00221,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000445,M00221,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000446,M00222,2022,2022-07-01,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP000447,M00222,2023,2023-01-01,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP000448,M00222,2024,2024-01-01,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP000449,M00222,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000450,M00223,2023,2023-10-06,2023-12-31,Adult annual,540,75,465,204.6,No
MP000451,M00224,2022,2022-03-25,2022-12-31,Family annual,840,25,815,317.85,Yes
MP000452,M00224,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000453,M00224,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000454,M00224,2025,2025-01-01,2025-12-31,Family annual,840,75,765,298.35,Censored
MP000455,M00225,2022,2022-01-09,2022-12-31,Senior annual,390,0,390,140.4,No
MP000456,M00226,2025,2025-03-23,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000457,M00227,2025,2025-10-14,2025-12-31,Senior annual,390,75,315,113.4,Censored
MP000458,M00228,2022,2022-05-01,2022-12-31,Family annual,840,0,840,327.6,Yes
MP000459,M00228,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,No
MP000460,M00229,2024,2024-06-04,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000461,M00229,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP000462,M00230,2022,2022-08-07,2022-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000463,M00230,2023,2023-01-01,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000464,M00230,2024,2024-01-01,2024-12-31,Monthly flexible,480,25,455,186.55,Yes
MP000465,M00230,2025,2025-01-01,2025-12-31,Monthly flexible,480,25,455,186.55,Censored
MP000466,M00231,2024,2024-04-13,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP000467,M00231,2025,2025-01-01,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP000468,M00232,2023,2023-07-22,2023-12-31,Adult annual,540,0,540,237.6,No
MP000469,M00233,2025,2025-08-26,2025-12-31,Senior annual,390,25,365,131.4,Censored
MP000470,M00234,2023,2023-07-13,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000471,M00234,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000472,M00234,2025,2025-01-01,2025-12-31,Family annual,840,75,765,298.35,Censored
MP000473,M00235,2022,2022-09-12,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP000474,M00235,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000475,M00235,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000476,M00235,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000477,M00236,2022,2022-07-17,2022-12-31,Monthly flexible,480,50,430,176.3,Yes
MP000478,M00236,2023,2023-01-01,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP000479,M00237,2023,2023-08-31,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000480,M00237,2024,2024-01-01,2024-12-31,Family annual,840,50,790,308.1,Yes
MP000481,M00237,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000482,M00238,2024,2024-07-21,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000483,M00238,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000484,M00239,2024,2024-08-22,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000485,M00239,2025,2025-01-01,2025-12-31,Family annual,840,75,765,298.35,Censored
MP000486,M00240,2023,2023-03-12,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP000487,M00241,2024,2024-10-07,2024-12-31,Monthly flexible,480,25,455,186.55,No
MP000488,M00242,2024,2024-05-01,2024-12-31,Adult annual,540,50,490,215.6,No
MP000489,M00243,2025,2025-03-30,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP000490,M00244,2022,2022-08-23,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP000491,M00244,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000492,M00244,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000493,M00244,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000494,M00245,2023,2023-02-16,2023-12-31,Youth annual,300,0,300,93,No
MP000495,M00246,2022,2022-09-10,2022-12-31,Family annual,840,25,815,317.85,Yes
MP000496,M00246,2023,2023-01-01,2023-12-31,Family annual,840,25,815,317.85,Yes
MP000497,M00246,2024,2024-01-01,2024-12-31,Family annual,840,25,815,317.85,Yes
MP000498,M00246,2025,2025-01-01,2025-12-31,Family annual,840,50,790,308.1,Censored
MP000499,M00247,2025,2025-10-17,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP000500,M00248,2024,2024-07-26,2024-12-31,Family annual,840,50,790,308.1,Yes
MP000501,M00248,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000502,M00249,2025,2025-03-10,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP000503,M00250,2024,2024-11-13,2024-12-31,Youth annual,300,25,275,85.25,Yes
MP000504,M00250,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP000505,M00251,2024,2024-02-19,2024-12-31,Youth annual,300,0,300,93,No
MP000506,M00252,2024,2024-01-06,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000507,M00252,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000508,M00253,2024,2024-02-21,2024-12-31,Adult annual,540,25,515,226.6,No
MP000509,M00254,2023,2023-02-24,2023-12-31,Youth annual,300,75,225,69.75,Yes
MP000510,M00254,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,Yes
MP000511,M00254,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP000512,M00255,2022,2022-04-10,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP000513,M00255,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000514,M00255,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP000515,M00256,2023,2023-08-14,2023-12-31,Family annual,840,25,815,317.85,Yes
MP000516,M00256,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000517,M00256,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000518,M00257,2022,2022-03-08,2022-12-31,Adult annual,540,0,540,237.6,No
MP000519,M00258,2025,2025-04-26,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000520,M00259,2023,2023-04-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000521,M00259,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000522,M00259,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP000523,M00260,2024,2024-04-17,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000524,M00260,2025,2025-01-01,2025-12-31,Monthly flexible,480,50,430,176.3,Censored
MP000525,M00261,2024,2024-05-12,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000526,M00261,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000527,M00262,2024,2024-09-12,2024-12-31,Family annual,840,0,840,327.6,No
MP000528,M00263,2023,2023-06-03,2023-12-31,Adult annual,540,0,540,237.6,No
MP000529,M00264,2024,2024-02-14,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000530,M00264,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000531,M00265,2023,2023-06-30,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP000532,M00266,2023,2023-06-24,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000533,M00266,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP000534,M00267,2025,2025-07-04,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP000535,M00268,2025,2025-10-06,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000536,M00269,2023,2023-03-16,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000537,M00269,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000538,M00269,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP000539,M00270,2024,2024-08-21,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000540,M00270,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000541,M00271,2025,2025-08-23,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP000542,M00272,2023,2023-03-08,2023-12-31,Monthly flexible,480,50,430,176.3,Yes
MP000543,M00272,2024,2024-01-01,2024-12-31,Monthly flexible,480,25,455,186.55,Yes
MP000544,M00272,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000545,M00273,2023,2023-08-05,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000546,M00273,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000547,M00273,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP000548,M00274,2023,2023-10-03,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000549,M00274,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000550,M00274,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000551,M00275,2022,2022-03-29,2022-12-31,Family annual,840,0,840,327.6,Yes
MP000552,M00275,2023,2023-01-01,2023-12-31,Family annual,840,50,790,308.1,Yes
MP000553,M00275,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000554,M00275,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000555,M00276,2022,2022-10-24,2022-12-31,Family annual,840,25,815,317.85,Yes
MP000556,M00276,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000557,M00276,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP000558,M00276,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000559,M00277,2022,2022-10-29,2022-12-31,Senior annual,390,0,390,140.4,Yes
MP000560,M00277,2023,2023-01-01,2023-12-31,Senior annual,390,50,340,122.4,Yes
MP000561,M00277,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,No
MP000562,M00278,2022,2022-07-06,2022-12-31,Monthly flexible,480,0,480,196.8,No
MP000563,M00279,2023,2023-03-03,2023-12-31,Family annual,840,0,840,327.6,Yes
MP000564,M00279,2024,2024-01-01,2024-12-31,Family annual,840,25,815,317.85,Yes
MP000565,M00279,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP000566,M00280,2024,2024-04-15,2024-12-31,Family annual,840,25,815,317.85,Yes
MP000567,M00280,2025,2025-01-01,2025-12-31,Family annual,840,50,790,308.1,Censored
MP000568,M00281,2023,2023-11-04,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP000569,M00281,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000570,M00281,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
