response_id,campaign_id,member_id,contacted,clicked_or_engaged,converted_membership,attributed_revenue
CR0002359,C009,M00979,Yes,No,No,0
CR0002360,C009,M00634,Yes,No,No,0
CR0002361,C009,M01193,Yes,No,No,0
CR0002362,C009,M00447,Yes,No,No,0
CR0002363,C009,M01069,Yes,No,No,0
CR0002364,C009,M01156,Yes,No,No,0
CR0002365,C009,M01048,Yes,Yes,No,0
CR0002366,C009,M01113,Yes,Yes,No,0
CR0002367,C009,M01053,Yes,No,No,0
CR0002368,C009,M00772,Yes,No,No,0
CR0002369,C009,M00702,Yes,No,No,0
CR0002370,C009,M01254,Yes,No,No,0
CR0002371,C009,M00318,Yes,No,No,0
CR0002372,C009,M00757,Yes,No,No,0
CR0002373,C009,M01116,Yes,Yes,No,0
CR0002374,C009,M00967,Yes,No,No,0
CR0002375,C009,M00004,Yes,Yes,No,0
CR0002376,C009,M01071,Yes,No,No,0
CR0002377,C009,M00491,Yes,No,No,0
CR0002378,C009,M00187,Yes,No,No,0
CR0002379,C009,M00850,Yes,No,No,0
CR0002380,C009,M01071,Yes,No,No,0
CR0002381,C009,M00046,Yes,No,No,0
CR0002382,C009,M00365,Yes,No,No,0
CR0002383,C009,M01127,Yes,No,No,0
CR0002384,C009,M01009,Yes,Yes,No,0
CR0002385,C009,M00913,Yes,No,No,0
CR0002386,C009,M00785,Yes,Yes,No,0
CR0002387,C009,M00970,Yes,Yes,No,0
CR0002388,C009,M01070,Yes,No,No,0
CR0002389,C009,M00045,Yes,Yes,No,0
CR0002390,C009,M01076,Yes,No,No,0
CR0002391,C009,M00463,Yes,Yes,No,0
CR0002392,C009,M00685,Yes,No,No,0
CR0002393,C009,M00054,Yes,No,No,0
CR0002394,C009,M00515,Yes,No,No,0
CR0002395,C009,M01008,Yes,No,No,0
CR0002396,C009,M00761,Yes,No,No,0
CR0002397,C009,M00697,Yes,No,No,0
CR0002398,C009,M01391,Yes,No,No,0
CR0002399,C009,M00639,Yes,Yes,No,0
CR0002400,C009,M01003,Yes,No,No,0
CR0002401,C009,M00251,Yes,No,No,0
CR0002402,C009,M00089,Yes,No,No,0
CR0002403,C009,M01347,Yes,No,No,0
CR0002404,C009,M00529,Yes,No,No,0
CR0002405,C009,M00562,Yes,No,No,0
CR0002406,C009,M00842,Yes,No,No,0
CR0002407,C009,M00272,Yes,No,No,0
CR0002408,C009,M00465,Yes,No,No,0
CR0002409,C009,M01045,Yes,Yes,No,0
CR0002410,C009,M01287,Yes,No,No,0
CR0002411,C009,M00927,Yes,No,No,0
CR0002412,C009,M00901,Yes,No,No,0
CR0002413,C009,M00297,Yes,No,No,0
CR0002414,C009,M00043,Yes,No,No,0
CR0002415,C009,M00053,Yes,No,No,0
CR0002416,C009,M00818,Yes,Yes,No,0
CR0002417,C009,M01120,Yes,No,Yes,840
CR0002418,C009,M00388,Yes,No,No,0
CR0002419,C009,M01208,Yes,No,No,0
CR0002420,C009,M00408,Yes,No,No,0
CR0002421,C009,M00398,Yes,No,No,0
CR0002422,C009,M01360,Yes,Yes,No,0
CR0002423,C009,M00675,Yes,Yes,No,0
CR0002424,C009,M00224,Yes,No,No,0
CR0002425,C009,M00315,Yes,No,No,0
CR0002426,C009,M00068,Yes,No,No,0
CR0002427,C009,M00400,Yes,No,No,0
CR0002428,C009,M01023,Yes,No,No,0
CR0002429,C009,M00159,Yes,No,No,0
CR0002430,C009,M00715,Yes,No,No,0
CR0002431,C009,M00631,Yes,No,No,0
CR0002432,C009,M01039,Yes,No,No,0
CR0002433,C009,M01377,Yes,No,No,0
CR0002434,C009,M00567,Yes,No,Yes,390
CR0002435,C009,M01297,Yes,No,No,0
CR0002436,C009,M00439,Yes,No,No,0
CR0002437,C009,M00482,Yes,No,No,0
CR0002438,C009,M01214,Yes,No,No,0
CR0002439,C009,M01170,Yes,Yes,No,0
CR0002440,C009,M00925,Yes,No,No,0
CR0002441,C009,M01260,Yes,No,No,0
CR0002442,C009,M00429,Yes,No,No,0
CR0002443,C009,M00893,Yes,No,No,0
CR0002444,C009,M00905,Yes,No,No,0
CR0002445,C009,M00884,Yes,No,No,0
CR0002446,C009,M00724,Yes,Yes,No,0
CR0002447,C009,M00137,Yes,Yes,No,0
CR0002448,C009,M01276,Yes,No,No,0
CR0002449,C009,M00603,Yes,No,No,0
CR0002450,C009,M00420,Yes,No,No,0
CR0002451,C009,M01034,Yes,No,No,0
CR0002452,C009,M00083,Yes,No,No,0
CR0002453,C009,M01084,Yes,Yes,No,0
CR0002454,C009,M00944,Yes,No,No,0
CR0002455,C009,M01099,Yes,No,No,0
CR0002456,C009,M00676,Yes,Yes,No,0
CR0002457,C009,M00674,Yes,No,No,0
CR0002458,C009,M00416,Yes,No,No,0
CR0002459,C009,M00498,Yes,No,No,0
CR0002460,C009,M01098,Yes,No,No,0
CR0002461,C009,M00424,Yes,No,Yes,480
CR0002462,C009,M00059,Yes,Yes,No,0
CR0002463,C009,M00633,Yes,No,No,0
CR0002464,C009,M01356,Yes,No,No,0
CR0002465,C009,M00623,Yes,No,No,0
CR0002466,C009,M00350,Yes,No,No,0
CR0002467,C009,M00467,Yes,No,No,0
CR0002468,C009,M00826,Yes,No,No,0
CR0002469,C009,M00990,Yes,No,No,0
CR0002470,C009,M00853,Yes,No,No,0
CR0002471,C009,M01210,Yes,No,No,0
CR0002472,C009,M00412,Yes,No,No,0
CR0002473,C009,M00662,Yes,No,No,0
CR0002474,C009,M00217,Yes,No,No,0
CR0002475,C009,M01364,Yes,No,No,0
CR0002476,C009,M00545,Yes,Yes,No,0
CR0002477,C009,M00108,Yes,No,No,0
CR0002478,C009,M01120,Yes,Yes,No,0
CR0002479,C009,M00719,Yes,No,No,0
CR0002480,C009,M00602,Yes,No,No,0
CR0002481,C009,M00606,Yes,No,No,0
CR0002482,C009,M01066,Yes,No,No,0
CR0002483,C009,M00299,Yes,No,No,0
CR0002484,C009,M00761,Yes,No,No,0
CR0002485,C009,M00745,Yes,No,No,0
CR0002486,C009,M00927,Yes,No,No,0
CR0002487,C009,M00330,Yes,No,No,0
CR0002488,C009,M00064,Yes,Yes,No,0
CR0002489,C009,M00610,Yes,No,No,0
CR0002490,C009,M01270,Yes,No,No,0
CR0002491,C009,M00313,Yes,No,Yes,480
CR0002492,C009,M01029,Yes,No,No,0
CR0002493,C009,M00626,Yes,No,No,0
CR0002494,C009,M00853,Yes,No,No,0
CR0002495,C009,M01106,Yes,No,No,0
CR0002496,C009,M01236,Yes,No,No,0
CR0002497,C009,M00563,Yes,No,No,0
CR0002498,C009,M00622,Yes,No,No,0
CR0002499,C009,M00617,Yes,No,No,0
CR0002500,C009,M00754,Yes,No,No,0
CR0002501,C009,M00196,Yes,No,No,0
CR0002502,C009,M01269,Yes,No,No,0
CR0002503,C009,M01191,Yes,No,No,0
CR0002504,C009,M00460,Yes,Yes,No,0
CR0002505,C009,M00757,Yes,No,No,0
CR0002506,C009,M00131,Yes,No,No,0
CR0002507,C009,M00368,Yes,No,Yes,480
CR0002508,C009,M00873,Yes,Yes,No,0
CR0002509,C009,M00510,Yes,No,No,0
CR0002510,C009,M00560,Yes,Yes,No,0
CR0002511,C009,M00659,Yes,Yes,No,0
CR0002512,C009,M01196,Yes,No,No,0
CR0002513,C009,M00878,Yes,No,No,0
CR0002514,C009,M00137,Yes,Yes,No,0
CR0002515,C009,M00192,Yes,No,No,0
CR0002516,C009,M00191,Yes,Yes,No,0
CR0002517,C009,M00176,Yes,No,No,0
CR0002518,C009,M00997,Yes,Yes,No,0
CR0002519,C009,M00755,Yes,Yes,No,0
CR0002520,C009,M00777,Yes,No,No,0
CR0002521,C009,M00012,Yes,No,Yes,540
CR0002522,C009,M00227,Yes,No,No,0
CR0002523,C009,M00336,Yes,No,No,0
CR0002524,C009,M01248,Yes,No,No,0
CR0002525,C009,M00618,Yes,No,No,0
CR0002526,C009,M00077,Yes,No,No,0
CR0002527,C009,M00664,Yes,Yes,Yes,540
CR0002528,C009,M00505,Yes,No,No,0
CR0002529,C009,M00122,Yes,Yes,No,0
CR0002530,C009,M00885,Yes,Yes,Yes,540
CR0002531,C009,M01269,Yes,No,No,0
CR0002532,C009,M01397,Yes,Yes,No,0
CR0002533,C009,M01339,Yes,No,No,0
CR0002534,C009,M00189,Yes,No,No,0
CR0002535,C009,M00861,Yes,No,No,0
CR0002536,C009,M00948,Yes,No,No,0
CR0002537,C009,M01252,Yes,No,No,0
CR0002538,C009,M01307,Yes,No,No,0
CR0002539,C009,M00495,Yes,No,No,0
CR0002540,C009,M01376,Yes,No,No,0
CR0002541,C009,M01011,Yes,No,No,0
CR0002542,C009,M00143,Yes,No,No,0
CR0002543,C009,M00193,Yes,No,No,0
CR0002544,C009,M00280,Yes,No,No,0
CR0002545,C009,M01248,Yes,No,No,0
CR0002546,C009,M01330,Yes,Yes,No,0
CR0002547,C009,M00560,Yes,No,No,0
CR0002548,C009,M00585,Yes,No,No,0
CR0002549,C009,M00345,Yes,Yes,No,0
CR0002550,C009,M00158,Yes,No,No,0
CR0002551,C009,M00929,Yes,No,No,0
CR0002552,C009,M00033,Yes,No,No,0
CR0002553,C009,M00221,Yes,Yes,No,0
CR0002554,C009,M01343,Yes,No,No,0
CR0002555,C009,M00470,Yes,No,No,0
CR0002556,C009,M00542,Yes,No,No,0
CR0002557,C009,M00060,Yes,No,No,0
CR0002558,C009,M00915,Yes,No,No,0
CR0002559,C009,M01255,Yes,No,No,0
CR0002560,C009,M01321,Yes,No,No,0
CR0002561,C009,M00691,Yes,No,No,0
CR0002562,C009,M01324,Yes,Yes,No,0
CR0002563,C009,M00780,Yes,Yes,No,0
CR0002564,C009,M01174,Yes,No,No,0
CR0002565,C009,M00337,Yes,No,No,0
CR0002566,C009,M00036,Yes,Yes,No,0
CR0002567,C009,M01291,Yes,Yes,No,0
CR0002568,C009,M00692,Yes,No,No,0
CR0002569,C009,M00852,Yes,No,No,0
CR0002570,C009,M00696,Yes,No,No,0
CR0002571,C009,M01355,Yes,No,No,0
CR0002572,C009,M00460,Yes,No,No,0
CR0002573,C009,M00521,Yes,No,No,0
CR0002574,C009,M00500,Yes,Yes,No,0
CR0002575,C009,M00620,Yes,No,No,0
CR0002576,C009,M00014,Yes,No,No,0
CR0002577,C009,M00503,Yes,No,Yes,840
CR0002578,C009,M00732,Yes,No,Yes,390
CR0002579,C009,M00298,Yes,No,No,0
CR0002580,C009,M00547,Yes,No,No,0
CR0002581,C009,M00673,Yes,Yes,No,0
CR0002582,C009,M01186,Yes,No,No,0
CR0002583,C009,M01039,Yes,No,No,0
CR0002584,C009,M00983,Yes,Yes,No,0
CR0002585,C009,M01145,Yes,No,Yes,540
CR0002586,C009,M01049,Yes,No,No,0
CR0002587,C009,M00950,Yes,No,No,0
CR0002588,C009,M00768,Yes,Yes,No,0
CR0002589,C009,M01172,Yes,No,No,0
CR0002590,C009,M00987,Yes,No,No,0
CR0002591,C009,M00370,Yes,No,No,0
CR0002592,C009,M00411,Yes,No,No,0
CR0002593,C009,M00471,Yes,No,No,0
CR0002594,C009,M00082,Yes,No,No,0
CR0002595,C009,M00187,Yes,No,No,0
CR0002596,C009,M00939,Yes,No,No,0
CR0002597,C009,M00615,Yes,No,No,0
CR0002598,C009,M00859,Yes,Yes,No,0
CR0002599,C009,M00771,Yes,No,No,0
CR0002600,C009,M01192,Yes,No,No,0
CR0002601,C009,M01290,Yes,No,No,0
CR0002602,C009,M01384,Yes,Yes,No,0
CR0002603,C009,M01318,Yes,No,No,0
CR0002604,C009,M00733,Yes,No,No,0
CR0002605,C009,M01155,Yes,No,No,0
CR0002606,C009,M00106,Yes,No,Yes,300
CR0002607,C009,M00055,Yes,No,No,0
CR0002608,C009,M01354,Yes,No,No,0
CR0002609,C009,M01277,Yes,No,No,0
CR0002610,C009,M00632,Yes,Yes,No,0
CR0002611,C009,M01286,Yes,No,Yes,540
CR0002612,C009,M00194,Yes,No,No,0
CR0002613,C009,M00386,Yes,No,No,0
CR0002614,C009,M00013,Yes,No,No,0
CR0002615,C009,M00809,Yes,No,No,0
CR0002616,C009,M01325,Yes,No,No,0
CR0002617,C009,M00901,Yes,Yes,No,0
CR0002618,C009,M00035,Yes,No,No,0
CR0002619,C009,M01242,Yes,No,No,0
CR0002620,C009,M00072,Yes,No,No,0
CR0002621,C009,M00117,Yes,No,No,0
CR0002622,C009,M01210,Yes,No,No,0
CR0002623,C009,M00748,Yes,No,No,0
CR0002624,C009,M00041,Yes,No,No,0
CR0002625,C009,M00591,Yes,Yes,No,0
CR0002626,C009,M00382,Yes,No,No,0
CR0002627,C009,M00544,Yes,Yes,No,0
CR0002628,C009,M01035,Yes,No,Yes,390
CR0002629,C009,M01316,Yes,Yes,No,0
CR0002630,C009,M01328,Yes,No,No,0
CR0002631,C009,M00767,Yes,No,No,0
CR0002632,C009,M01400,Yes,No,Yes,390
CR0002633,C009,M00155,Yes,No,No,0
CR0002634,C009,M00380,Yes,No,No,0
CR0002635,C009,M00646,Yes,No,No,0
CR0002636,C009,M00732,Yes,Yes,No,0
CR0002637,C009,M00739,Yes,No,No,0
CR0002638,C009,M01394,Yes,No,No,0
CR0002639,C009,M00679,Yes,No,No,0
CR0002640,C009,M01213,Yes,No,No,0
CR0002641,C009,M01357,Yes,Yes,Yes,480
CR0002642,C009,M00390,Yes,No,No,0
CR0002643,C009,M00337,Yes,No,No,0
CR0002644,C010,M01177,Yes,Yes,No,0
CR0002645,C010,M00688,Yes,No,No,0
CR0002646,C010,M00376,Yes,No,No,0
CR0002647,C010,M01362,Yes,No,No,0
CR0002648,C010,M00123,Yes,No,No,0
CR0002649,C010,M00041,Yes,No,No,0
CR0002650,C010,M01263,Yes,Yes,No,0
CR0002651,C010,M00488,Yes,No,No,0
CR0002652,C010,M00250,Yes,No,No,0
CR0002653,C010,M00258,Yes,No,No,0
CR0002654,C010,M00613,Yes,No,No,0
CR0002655,C010,M00851,Yes,Yes,No,0
CR0002656,C010,M01032,Yes,Yes,No,0
CR0002657,C010,M00389,Yes,No,No,0
CR0002658,C010,M01038,Yes,No,No,0
CR0002659,C010,M00071,Yes,No,No,0
CR0002660,C010,M00324,Yes,No,No,0
CR0002661,C010,M00259,Yes,No,No,0
CR0002662,C010,M00611,Yes,No,No,0
CR0002663,C010,M00108,Yes,No,No,0
CR0002664,C010,M01084,Yes,Yes,No,0
CR0002665,C010,M00127,Yes,No,No,0
CR0002666,C010,M00564,Yes,No,No,0
CR0002667,C010,M01114,Yes,No,No,0
CR0002668,C010,M01398,Yes,No,Yes,540
CR0002669,C010,M00114,Yes,No,No,0
CR0002670,C010,M00369,Yes,No,No,0
CR0002671,C010,M00786,Yes,No,No,0
CR0002672,C010,M01024,Yes,No,No,0
CR0002673,C010,M01233,Yes,No,No,0
CR0002674,C010,M00640,Yes,No,No,0
CR0002675,C010,M00277,Yes,No,No,0
CR0002676,C010,M00916,Yes,No,No,0
CR0002677,C010,M00861,Yes,No,No,0
CR0002678,C010,M01142,Yes,No,No,0
CR0002679,C010,M01188,Yes,No,No,0
CR0002680,C010,M01142,Yes,No,No,0
CR0002681,C010,M01363,Yes,No,No,0
CR0002682,C010,M00197,Yes,Yes,No,0
CR0002683,C010,M00014,Yes,Yes,No,0
CR0002684,C010,M01232,Yes,Yes,No,0
CR0002685,C010,M01325,Yes,No,No,0
CR0002686,C010,M00314,Yes,No,No,0
CR0002687,C010,M00173,Yes,Yes,No,0
CR0002688,C010,M00364,Yes,No,No,0
CR0002689,C010,M01366,Yes,Yes,No,0
CR0002690,C010,M00453,Yes,Yes,No,0
CR0002691,C010,M00429,Yes,No,No,0
CR0002692,C010,M00834,Yes,No,No,0
CR0002693,C010,M01392,Yes,No,No,0
CR0002694,C010,M00243,Yes,No,No,0
CR0002695,C010,M00825,Yes,No,No,0
CR0002696,C010,M00798,Yes,No,No,0
CR0002697,C010,M00001,Yes,No,No,0
CR0002698,C010,M00983,Yes,No,No,0
CR0002699,C010,M00702,Yes,No,No,0
CR0002700,C010,M00886,Yes,No,No,0
CR0002701,C010,M00165,Yes,No,No,0
CR0002702,C010,M00482,Yes,No,No,0
CR0002703,C010,M00337,Yes,No,No,0
CR0002704,C010,M01095,Yes,No,Yes,540
CR0002705,C010,M00932,Yes,No,No,0
CR0002706,C010,M01166,Yes,No,No,0
CR0002707,C010,M00142,Yes,No,No,0
CR0002708,C010,M01282,Yes,Yes,No,0
CR0002709,C010,M00055,Yes,No,No,0
CR0002710,C010,M00935,Yes,No,No,0
CR0002711,C010,M00813,Yes,No,No,0
CR0002712,C010,M00528,Yes,No,No,0
CR0002713,C010,M01092,Yes,No,No,0
CR0002714,C010,M01334,Yes,Yes,No,0
CR0002715,C010,M01122,Yes,No,No,0
CR0002716,C010,M00682,Yes,No,No,0
CR0002717,C010,M00819,Yes,No,No,0
CR0002718,C010,M00321,Yes,Yes,No,0
CR0002719,C010,M00541,Yes,Yes,No,0
CR0002720,C010,M00235,Yes,No,Yes,540
CR0002721,C010,M01394,Yes,No,No,0
CR0002722,C010,M00575,Yes,No,No,0
CR0002723,C010,M00936,Yes,No,No,0
CR0002724,C010,M01281,Yes,No,No,0
CR0002725,C010,M00123,Yes,No,No,0
CR0002726,C010,M00641,Yes,Yes,No,0
CR0002727,C010,M00536,Yes,No,No,0
CR0002728,C010,M00466,Yes,No,No,0
CR0002729,C010,M00523,Yes,No,No,0
CR0002730,C010,M00735,Yes,Yes,No,0
CR0002731,C010,M00315,Yes,Yes,No,0
CR0002732,C010,M01159,Yes,No,No,0
CR0002733,C010,M00948,Yes,Yes,No,0
CR0002734,C010,M00409,Yes,No,No,0
CR0002735,C010,M00740,Yes,No,No,0
CR0002736,C010,M00782,Yes,No,No,0
CR0002737,C010,M00085,Yes,No,No,0
CR0002738,C010,M00393,Yes,No,No,0
CR0002739,C010,M00088,Yes,Yes,No,0
CR0002740,C010,M01184,Yes,No,No,0
CR0002741,C010,M00193,Yes,No,No,0
CR0002742,C010,M00116,Yes,No,No,0
CR0002743,C010,M00667,Yes,No,No,0
CR0002744,C010,M00998,Yes,No,No,0
CR0002745,C010,M00930,Yes,No,No,0
CR0002746,C010,M00063,Yes,No,No,0
CR0002747,C010,M00072,Yes,No,No,0
CR0002748,C010,M01035,Yes,No,No,0
CR0002749,C010,M00170,Yes,No,No,0
CR0002750,C010,M00517,Yes,No,No,0
CR0002751,C010,M00969,Yes,No,No,0
CR0002752,C010,M00734,Yes,No,No,0
CR0002753,C010,M00645,Yes,Yes,No,0
CR0002754,C010,M00188,Yes,No,No,0
CR0002755,C010,M01059,Yes,No,No,0
CR0002756,C010,M00299,Yes,Yes,No,0
CR0002757,C010,M01386,Yes,Yes,No,0
CR0002758,C010,M00893,Yes,No,No,0
CR0002759,C010,M01233,Yes,Yes,No,0
CR0002760,C010,M00303,Yes,Yes,No,0
CR0002761,C010,M00251,Yes,No,No,0
CR0002762,C010,M00896,Yes,Yes,No,0
CR0002763,C010,M00679,Yes,No,No,0
CR0002764,C010,M00333,Yes,No,No,0
CR0002765,C010,M00632,Yes,No,No,0
CR0002766,C010,M01366,Yes,No,No,0
CR0002767,C010,M00401,Yes,No,No,0
CR0002768,C010,M01334,Yes,No,No,0
CR0002769,C010,M00968,Yes,Yes,No,0
CR0002770,C010,M01116,Yes,No,No,0
CR0002771,C010,M01331,Yes,No,No,0
CR0002772,C010,M00524,Yes,No,No,0
CR0002773,C010,M00542,Yes,No,No,0
CR0002774,C010,M00935,Yes,No,No,0
CR0002775,C010,M01331,Yes,No,No,0
CR0002776,C010,M00616,Yes,No,No,0
CR0002777,C010,M00398,Yes,No,No,0
CR0002778,C010,M01129,Yes,No,No,0
CR0002779,C010,M00672,Yes,No,No,0
CR0002780,C010,M00759,Yes,Yes,No,0
CR0002781,C010,M00568,Yes,No,No,0
CR0002782,C010,M00830,Yes,No,No,0
CR0002783,C010,M01373,Yes,No,No,0
CR0002784,C010,M00530,Yes,No,No,0
CR0002785,C010,M00222,Yes,No,No,0
CR0002786,C010,M01150,Yes,Yes,No,0
CR0002787,C010,M00220,Yes,No,No,0
CR0002788,C010,M01187,Yes,No,No,0
CR0002789,C010,M00163,Yes,Yes,No,0
CR0002790,C010,M00056,Yes,Yes,No,0
CR0002791,C010,M01287,Yes,No,No,0
CR0002792,C010,M00109,Yes,Yes,No,0
CR0002793,C010,M00146,Yes,No,No,0
CR0002794,C010,M00549,Yes,No,No,0
CR0002795,C010,M00800,Yes,No,Yes,540
CR0002796,C010,M00495,Yes,No,No,0
CR0002797,C010,M00844,Yes,Yes,No,0
CR0002798,C010,M00028,Yes,No,No,0
CR0002799,C010,M00332,Yes,No,No,0
CR0002800,C010,M00896,Yes,No,No,0
CR0002801,C010,M01117,Yes,No,No,0
CR0002802,C010,M01175,Yes,No,No,0
CR0002803,C010,M00402,Yes,No,No,0
CR0002804,C010,M00316,Yes,No,Yes,840
CR0002805,C010,M00904,Yes,No,No,0
CR0002806,C010,M00853,Yes,Yes,No,0
CR0002807,C010,M00404,Yes,No,No,0
CR0002808,C010,M00624,Yes,No,No,0
CR0002809,C010,M00423,Yes,No,No,0
CR0002810,C010,M00415,Yes,No,No,0
CR0002811,C010,M00408,Yes,Yes,Yes,480
CR0002812,C010,M01250,Yes,No,No,0
CR0002813,C010,M01131,Yes,Yes,No,0
CR0002814,C010,M00910,Yes,No,No,0
CR0002815,C010,M01344,Yes,No,No,0
CR0002816,C010,M00425,Yes,Yes,No,0
CR0002817,C010,M01258,Yes,Yes,No,0
CR0002818,C010,M01247,Yes,No,No,0
CR0002819,C010,M00311,Yes,No,No,0
CR0002820,C010,M01386,Yes,No,No,0
CR0002821,C010,M00793,Yes,No,No,0
CR0002822,C010,M00393,Yes,No,No,0
CR0002823,C010,M00918,Yes,No,No,0
CR0002824,C010,M01191,Yes,No,No,0
CR0002825,C010,M00659,Yes,No,No,0
CR0002826,C010,M00146,Yes,Yes,No,0
CR0002827,C010,M00110,Yes,No,No,0
CR0002828,C010,M00698,Yes,No,No,0
CR0002829,C010,M00682,Yes,No,No,0
CR0002830,C010,M00642,Yes,No,No,0
CR0002831,C010,M01301,Yes,No,No,0
CR0002832,C010,M00769,Yes,No,No,0
CR0002833,C010,M01248,Yes,Yes,No,0
CR0002834,C010,M00118,Yes,No,No,0
CR0002835,C010,M00363,Yes,No,No,0
CR0002836,C010,M01343,Yes,No,No,0
CR0002837,C010,M00197,Yes,No,No,0
CR0002838,C010,M01057,Yes,No,No,0
CR0002839,C010,M00240,Yes,No,No,0
CR0002840,C010,M00271,Yes,No,No,0
CR0002841,C010,M00580,Yes,Yes,No,0
CR0002842,C010,M00501,Yes,No,No,0
CR0002843,C010,M01373,Yes,No,No,0
CR0002844,C010,M00624,Yes,No,No,0
CR0002845,C010,M00064,Yes,No,Yes,390
CR0002846,C010,M00228,Yes,No,No,0
CR0002847,C010,M01382,Yes,No,No,0
CR0002848,C010,M00278,Yes,No,No,0
CR0002849,C010,M00307,Yes,No,No,0
CR0002850,C010,M00991,Yes,No,No,0
CR0002851,C010,M01127,Yes,No,No,0
CR0002852,C010,M01386,Yes,No,No,0
CR0002853,C010,M00456,Yes,Yes,No,0
CR0002854,C010,M00260,Yes,No,Yes,480
CR0002855,C010,M00314,Yes,No,No,0
CR0002856,C010,M01079,Yes,Yes,No,0
CR0002857,C010,M01309,Yes,No,No,0
CR0002858,C010,M00161,Yes,No,No,0
CR0002859,C010,M00512,Yes,No,No,0
CR0002860,C010,M00183,Yes,Yes,No,0
CR0002861,C010,M01267,Yes,No,No,0
CR0002862,C010,M00516,Yes,Yes,No,0
CR0002863,C010,M01331,Yes,No,No,0
CR0002864,C010,M00522,Yes,No,No,0
CR0002865,C010,M01215,Yes,No,No,0
CR0002866,C010,M01337,Yes,No,No,0
CR0002867,C010,M00262,Yes,No,No,0
CR0002868,C010,M00641,Yes,No,No,0
CR0002869,C010,M00977,Yes,No,Yes,540
CR0002870,C010,M00649,Yes,No,No,0
CR0002871,C010,M00994,Yes,No,No,0
CR0002872,C010,M00104,Yes,No,No,0
CR0002873,C010,M01174,Yes,No,No,0
CR0002874,C010,M01344,Yes,No,No,0
CR0002875,C010,M01283,Yes,No,No,0
CR0002876,C010,M00414,Yes,Yes,No,0
CR0002877,C010,M00137,Yes,No,No,0
CR0002878,C010,M01051,Yes,No,No,0
CR0002879,C010,M00780,Yes,Yes,No,0
CR0002880,C010,M01318,Yes,Yes,No,0
CR0002881,C010,M01127,Yes,Yes,No,0
CR0002882,C010,M00619,Yes,No,No,0
CR0002883,C010,M00502,Yes,No,No,0
CR0002884,C010,M01310,Yes,Yes,No,0
CR0002885,C010,M00711,Yes,No,No,0
CR0002886,C010,M00319,Yes,No,No,0
CR0002887,C010,M00982,Yes,No,No,0
CR0002888,C010,M00900,Yes,Yes,No,0
CR0002889,C010,M00689,Yes,No,No,0
CR0002890,C010,M01020,Yes,Yes,No,0
CR0002891,C010,M00452,Yes,No,No,0
CR0002892,C010,M00795,Yes,No,No,0
CR0002893,C010,M00234,Yes,No,No,0
CR0002894,C010,M00790,Yes,Yes,No,0
CR0002895,C010,M00133,Yes,No,No,0
CR0002896,C010,M01038,Yes,No,Yes,540
CR0002897,C010,M01049,Yes,No,No,0
CR0002898,C010,M00411,Yes,No,No,0
CR0002899,C010,M00646,Yes,No,No,0
CR0002900,C010,M00753,Yes,No,No,0
CR0002901,C010,M00197,Yes,Yes,No,0
CR0002902,C010,M00813,Yes,No,No,0
CR0002903,C010,M00517,Yes,No,No,0
CR0002904,C010,M01228,Yes,No,No,0
CR0002905,C010,M00995,Yes,Yes,No,0
CR0002906,C010,M00017,Yes,No,No,0
CR0002907,C010,M00271,Yes,No,No,0
CR0002908,C010,M01378,Yes,Yes,No,0
CR0002909,C010,M00674,Yes,No,No,0
CR0002910,C010,M00980,Yes,No,No,0
CR0002911,C010,M01264,Yes,Yes,No,0
CR0002912,C010,M00063,Yes,No,No,0
CR0002913,C010,M00593,Yes,No,No,0
CR0002914,C010,M00520,Yes,Yes,No,0
CR0002915,C010,M00979,Yes,Yes,Yes,840
CR0002916,C010,M00116,Yes,No,No,0
CR0002917,C010,M00541,Yes,No,No,0
CR0002918,C010,M00501,Yes,No,No,0
CR0002919,C010,M00258,Yes,No,No,0
CR0002920,C010,M00083,Yes,No,Yes,540
CR0002921,C010,M01195,Yes,Yes,No,0
CR0002922,C010,M00326,Yes,No,No,0
CR0002923,C010,M01321,Yes,No,No,0
CR0002924,C010,M01304,Yes,No,No,0
CR0002925,C010,M01137,Yes,No,No,0
CR0002926,C010,M01008,Yes,No,No,0
CR0002927,C010,M01350,Yes,No,No,0
CR0002928,C010,M00747,Yes,No,No,0
CR0002929,C010,M01335,Yes,No,No,0
CR0002930,C010,M00350,Yes,No,No,0
CR0002931,C010,M00080,Yes,No,No,0
CR0002932,C010,M01201,Yes,No,No,0
CR0002933,C010,M00025,Yes,No,No,0
CR0002934,C010,M00077,Yes,Yes,No,0
CR0002935,C010,M00870,Yes,Yes,No,0
CR0002936,C010,M00435,Yes,Yes,No,0
CR0002937,C010,M00224,Yes,No,No,0
CR0002938,C010,M00882,Yes,Yes,No,0
CR0002939,C010,M00929,Yes,No,No,0
CR0002940,C010,M00904,Yes,No,No,0
CR0002941,C010,M00970,Yes,Yes,No,0
CR0002942,C010,M00833,Yes,No,No,0
CR0002943,C010,M00906,Yes,No,No,0
CR0002944,C010,M00637,Yes,No,No,0
CR0002945,C010,M00322,Yes,No,No,0
CR0002946,C010,M00073,Yes,No,No,0
CR0002947,C010,M01056,Yes,No,No,0
CR0002948,C010,M00006,Yes,Yes,No,0
CR0002949,C010,M00836,Yes,No,No,0
CR0002950,C010,M00345,Yes,No,No,0
CR0002951,C010,M00492,Yes,No,No,0
