visit_id,member_id,visit_date,facility_id,service_category,check_in_hour,duration_minutes,source_system
V00000426,M00011,2025-07-03,F02,Gymnasium,16,66,Access control
V00000427,M00011,2025-07-14,F02,Fitness,8,92,Front desk entry
V00000428,M00011,2025-07-18,F02,Group class,19,98,Access control
V00000429,M00011,2025-08-26,F02,Fitness,15,115,Access control
V00000430,M00011,2025-08-09,F02,Aquatics,19,57,Access control
V00000431,M00011,2025-08-10,F02,Gymnasium,18,87,Access control
V00000432,M00011,2025-09-21,F04,Gymnasium,6,,Access control
V00000433,M00011,2025-09-24,F02,Aquatics,9,87,Access control
V00000434,M00011,2025-09-03,F02,Aquatics,7,55,Access control
V00000435,M00011,2025-09-01,F02,Gymnasium,19,94,Access control
V00000436,M00011,2025-09-05,F02,Gymnasium,17,48,Access control
V00000437,M00011,2025-10-14,F03,Open recreation,15,63,Access control
V00000438,M00011,2025-10-24,F02,Fitness,16,32,Access control
V00000439,M00011,2025-10-09,F02,Group class,9,65,Access control
V00000440,M00011,2025-11-27,F02,Gymnasium,12,55,Access control
V00000441,M00011,2025-12-24,F02,Aquatics,16,126,Front desk entry
V00000442,M00011,2025-12-12,F02,Fitness,18,72,Access control
V00000443,M00012,2024-08-18,F02,Open recreation,18,68,Access control
V00000444,M00012,2024-11-17,F02,Fitness,12,58,Access control
V00000445,M00012,2025-01-04,F02,Aquatics,17,62,Access control
V00000446,M00012,2025-01-25,F02,Group class,16,53,Access control
V00000447,M00012,2025-02-02,F02,Group class,18,101,Access control
V00000448,M00012,2025-03-07,F02,Aquatics,18,108,Access control
V00000449,M00012,2025-03-08,F02,Fitness,17,117,Access control
V00000450,M00012,2025-03-08,F02,Fitness,10,66,Access control
V00000451,M00012,2025-04-25,F02,Fitness,20,62,Front desk entry
V00000452,M00012,2025-04-17,F02,Open recreation,6,93,Access control
V00000453,M00012,2025-06-07,F02,Aquatics,6,60,Access control
V00000454,M00012,2025-06-14,F02,Fitness,16,71,Access control
V00000455,M00012,2025-07-26,F02,Gymnasium,18,36,Access control
V00000456,M00012,2025-09-11,F02,Open recreation,8,64,Access control
V00000457,M00012,2025-09-08,F02,Gymnasium,8,113,Access control
V00000458,M00012,2025-09-20,F02,Open recreation,7,72,Access control
V00000459,M00012,2025-12-12,F02,Fitness,16,109,Access control
V00000460,M00013,2023-01-21,F01,Open recreation,15,52,Access control
V00000461,M00013,2023-01-09,F01,Aquatics,8,91,Access control
V00000462,M00013,2023-02-23,F01,Fitness,12,46,Access control
V00000463,M00013,2023-04-09,F01,Aquatics,18,107,Access control
V00000464,M00013,2023-04-17,F01,Group class,7,79,Access control
V00000465,M00013,2023-07-11,F01,Group class,17,122,Access control
V00000466,M00013,2023-08-01,F01,Fitness,17,110,Access control
V00000467,M00013,2023-08-14,F01,Gymnasium,18,65,Access control
V00000468,M00013,2023-09-11,F03,Fitness,18,68,Access control
V00000469,M00013,2023-09-13,F01,Gymnasium,17,61,Access control
V00000470,M00013,2023-10-27,F01,Fitness,9,75,Access control
V00000471,M00013,2023-10-18,F01,Aquatics,12,84,Access control
V00000472,M00013,2023-11-25,F01,Aquatics,9,92,Access control
V00000473,M00013,2023-11-03,F01,Group class,16,63,Access control
V00000474,M00013,2023-11-07,F01,Aquatics,9,75,Access control
V00000475,M00013,2023-12-27,F02,Aquatics,6,106,Access control
V00000476,M00013,2023-12-23,F02,Fitness,9,115,Access control
V00000477,M00013,2024-01-15,F01,Group class,16,56,Access control
V00000478,M00013,2024-03-06,F01,Group class,15,47,Access control
V00000479,M00013,2024-03-24,F01,Aquatics,16,106,Access control
V00000480,M00013,2024-03-10,F01,Gymnasium,7,57,Access control
V00000481,M00013,2024-03-04,F01,Open recreation,18,45,Access control
V00000482,M00013,2024-04-22,F01,Gymnasium,20,80,Access control
V00000483,M00013,2024-04-05,F01,Open recreation,12,87,Access control
V00000484,M00013,2024-04-25,F01,Fitness,19,42,Access control
V00000485,M00013,2024-04-20,F01,Fitness,11,44,Access control
V00000486,M00013,2024-05-10,F01,Gymnasium,16,,Access control
V00000487,M00013,2024-05-20,F01,Fitness,18,42,Access control
V00000488,M00013,2024-05-04,F01,Aquatics,6,126,Access control
V00000489,M00013,2024-07-23,F01,Group class,15,124,Access control
V00000490,M00013,2024-07-17,F01,Fitness,19,114,Access control
V00000491,M00013,2024-07-12,F01,Open recreation,9,39,Access control
V00000492,M00013,2024-08-16,F03,Fitness,12,123,Access control
V00000493,M00013,2024-08-09,F04,Fitness,16,127,Access control
V00000494,M00013,2024-09-26,F01,Open recreation,8,31,Access control
V00000495,M00013,2024-10-07,F01,Fitness,19,110,Access control
V00000496,M00013,2024-10-11,F01,Group class,9,66,Access control
V00000497,M00013,2024-10-24,F02,Fitness,20,118,Access control
V00000498,M00013,2024-11-11,F01,Open recreation,16,98,Access control
V00000499,M00013,2024-11-16,F01,Aquatics,7,88,Access control
V00000500,M00013,2024-11-10,F03,Aquatics,15,80,Access control
V00000501,M00013,2024-11-12,F02,Aquatics,18,68,Access control
V00000502,M00013,2024-12-14,F01,Open recreation,7,92,Access control
V00000503,M00013,2024-12-01,F01,Fitness,8,84,Access control
V00000504,M00013,2024-12-25,F04,Gymnasium,11,70,Access control
V00000505,M00013,2024-12-11,F01,Group class,12,100,Access control
V00000506,M00013,2025-01-01,F02,Fitness,18,122,Access control
V00000507,M00013,2025-02-06,F01,Open recreation,18,130,Access control
V00000508,M00013,2025-02-08,F01,Fitness,18,101,Access control
V00000509,M00013,2025-02-17,F01,Aquatics,18,77,Access control
V00000510,M00013,2025-03-06,F01,Gymnasium,18,30,Access control
V00000511,M00013,2025-03-11,F01,Open recreation,11,104,Access control
V00000512,M00013,2025-04-18,F01,Fitness,9,127,Access control
V00000513,M00013,2025-04-12,F01,Group class,10,68,Access control
V00000514,M00013,2025-05-17,F03,Fitness,15,75,Access control
V00000515,M00013,2025-06-12,F02,Open recreation,10,36,Access control
V00000516,M00013,2025-09-08,F01,Fitness,20,49,Access control
V00000517,M00013,2025-12-17,F04,Gymnasium,16,81,Access control
V00000518,M00013,2025-12-12,F01,Fitness,20,113,Access control
V00000519,M00013,2025-12-08,F01,Fitness,9,107,Access control
V00000520,M00013,2025-12-02,F01,Group class,18,97,Access control
V00000521,M00014,2024-07-16,F02,Aquatics,18,99,Access control
V00000522,M00014,2024-08-08,F02,Open recreation,17,59,Front desk entry
V00000523,M00014,2024-09-19,F02,Gymnasium,8,32,Access control
V00000524,M00014,2024-09-27,F04,Open recreation,11,72,Access control
V00000525,M00014,2024-09-06,F02,Aquatics,17,109,Access control
V00000526,M00014,2024-09-10,F02,Aquatics,20,35,Access control
V00000527,M00014,2024-10-06,F02,Aquatics,16,69,Access control
V00000528,M00014,2024-10-10,F02,Aquatics,9,107,Access control
V00000529,M00014,2024-10-05,F02,Open recreation,7,95,Access control
V00000530,M00014,2024-11-03,F02,Group class,11,113,Access control
V00000531,M00014,2024-11-19,F02,Group class,7,126,Access control
V00000532,M00014,2024-11-12,F02,Aquatics,7,125,Access control
V00000533,M00014,2024-11-25,F02,Gymnasium,6,63,Access control
V00000534,M00014,2024-11-07,F02,Open recreation,18,48,Front desk entry
V00000535,M00014,2024-12-05,F02,Aquatics,7,117,Access control
V00000536,M00014,2024-12-03,F03,Gymnasium,15,95,Access control
V00000537,M00014,2025-01-19,F02,Group class,8,89,Access control
V00000538,M00014,2025-01-05,F02,Open recreation,16,94,Access control
V00000539,M00014,2025-01-02,F02,Gymnasium,17,94,Front desk entry
V00000540,M00014,2025-01-22,F02,Gymnasium,17,105,Access control
V00000541,M00014,2025-02-25,F04,Group class,11,55,Access control
V00000542,M00014,2025-02-06,F03,Fitness,17,42,Access control
V00000543,M00014,2025-02-26,F02,Group class,8,62,Access control
V00000544,M00014,2025-03-24,F02,Fitness,6,121,Access control
V00000545,M00014,2025-03-15,F02,Aquatics,17,93,Access control
V00000546,M00014,2025-03-03,F02,Open recreation,19,88,Access control
V00000547,M00014,2025-04-24,F02,Open recreation,11,114,Front desk entry
V00000548,M00014,2025-04-10,F02,Aquatics,10,97,Access control
V00000549,M00014,2025-04-01,F02,Fitness,12,85,Access control
V00000550,M00014,2025-04-04,F02,Open recreation,7,73,Access control
V00000551,M00014,2025-04-10,F02,Group class,17,84,Access control
V00000552,M00014,2025-05-02,F02,Aquatics,11,123,Access control
V00000553,M00014,2025-05-23,F02,Fitness,18,31,Access control
V00000554,M00014,2025-05-20,F02,Group class,16,106,Access control
V00000555,M00014,2025-05-25,F02,Gymnasium,19,48,Access control
V00000556,M00014,2025-05-15,F02,Fitness,6,50,Access control
V00000557,M00014,2025-06-18,F02,Open recreation,15,52,Access control
V00000558,M00014,2025-06-18,F02,Fitness,16,50,Access control
V00000559,M00014,2025-06-16,F04,Open recreation,19,84,Access control
V00000560,M00014,2025-06-27,F02,Group class,17,79,Access control
V00000561,M00014,2025-06-05,F02,Gymnasium,19,57,Access control
V00000562,M00014,2025-06-16,F02,Fitness,6,124,Access control
V00000563,M00014,2025-06-20,F02,Open recreation,20,117,Access control
V00000564,M00014,2025-07-11,F02,Aquatics,17,114,Access control
V00000565,M00014,2025-07-27,F02,Group class,20,112,Access control
V00000566,M00014,2025-07-20,F02,Group class,19,122,Access control
V00000567,M00014,2025-07-04,F01,Open recreation,18,114,Access control
V00000568,M00014,2025-08-13,F03,Aquatics,17,87,Access control
V00000569,M00014,2025-08-04,F02,Gymnasium,10,115,Access control
V00000570,M00014,2025-09-21,F02,Fitness,10,97,Access control
V00000571,M00014,2025-09-22,F02,Fitness,17,44,Access control
V00000572,M00014,2025-10-21,F01,Aquatics,7,69,Access control
V00000573,M00014,2025-10-18,F02,Group class,16,45,Access control
V00000574,M00014,2025-10-13,F02,Aquatics,8,42,Access control
V00000575,M00014,2025-10-17,F01,Aquatics,16,30,Front desk entry
V00000576,M00014,2025-10-12,F02,Aquatics,19,127,Access control
V00000577,M00014,2025-10-18,F04,Gymnasium,19,83,Access control
V00000578,M00014,2025-10-02,F03,Aquatics,18,48,Front desk entry
V00000579,M00014,2025-11-16,F02,Group class,12,56,Access control
V00000580,M00014,2025-11-06,F02,Gymnasium,18,110,Access control
V00000581,M00014,2025-11-01,F02,Fitness,7,50,Access control
V00000582,M00014,2025-11-02,F02,Fitness,7,31,Access control
V00000583,M00014,2025-11-07,F02,Group class,12,45,Access control
V00000584,M00014,2025-12-03,F01,Gymnasium,7,117,Access control
V00000585,M00014,2025-12-07,F02,Fitness,8,65,Front desk entry
V00000586,M00014,2025-12-26,F02,Fitness,7,49,Access control
V00000587,M00015,2023-04-15,F01,Fitness,7,31,Access control
V00000588,M00015,2023-04-06,F01,Open recreation,8,90,Access control
V00000589,M00015,2023-04-04,F01,Aquatics,7,112,Front desk entry
V00000590,M00015,2023-04-25,F01,Fitness,17,68,Access control
V00000591,M00015,2023-05-17,F04,Open recreation,8,100,Access control
V00000592,M00015,2023-07-21,F01,Gymnasium,15,129,Access control
V00000593,M00015,2023-07-05,F01,Fitness,20,80,Access control
V00000594,M00015,2023-07-07,F01,Open recreation,15,41,Access control
V00000595,M00015,2023-08-22,F01,Fitness,7,91,Access control
V00000596,M00015,2023-08-16,F01,Aquatics,10,98,Access control
V00000597,M00015,2023-09-21,F01,Aquatics,12,54,Access control
V00000598,M00015,2023-10-14,F01,Fitness,20,67,Access control
V00000599,M00015,2023-10-14,F01,Fitness,15,101,Access control
V00000600,M00015,2023-11-15,F01,Gymnasium,20,37,Access control
V00000601,M00015,2023-11-12,F01,Gymnasium,17,63,Access control
V00000602,M00015,2023-12-06,F01,Gymnasium,9,96,Access control
V00000603,M00015,2023-12-21,F01,Fitness,6,65,Access control
V00000604,M00016,2022-02-03,F02,Group class,17,65,Access control
V00000605,M00016,2022-02-23,F02,Fitness,16,69,Access control
V00000606,M00016,2022-03-16,F02,Fitness,6,119,Access control
V00000607,M00016,2022-03-09,F02,Aquatics,6,76,Access control
V00000608,M00016,2022-03-13,F02,Gymnasium,8,75,Access control
V00000609,M00016,2022-03-13,F02,Fitness,19,38,Access control
V00000610,M00016,2022-03-07,F02,Open recreation,7,53,Access control
V00000611,M00016,2022-04-23,F02,Group class,10,54,Access control
V00000612,M00016,2022-04-04,F02,Group class,17,72,Front desk entry
V00000613,M00016,2022-04-21,F02,Fitness,7,76,Access control
V00000614,M00016,2022-04-01,F02,Open recreation,15,102,Access control
V00000615,M00016,2022-05-24,F02,Fitness,10,34,Access control
V00000616,M00016,2022-05-26,F02,Fitness,19,108,Access control
V00000617,M00016,2022-06-03,F02,Group class,8,36,Access control
V00000618,M00016,2022-06-16,F02,Gymnasium,8,126,Access control
V00000619,M00016,2022-07-01,F02,Open recreation,18,70,Access control
V00000620,M00016,2022-07-27,F02,Fitness,20,70,Access control
V00000621,M00016,2022-08-09,F02,Aquatics,17,102,Access control
V00000622,M00016,2022-08-26,F02,Aquatics,17,110,Access control
V00000623,M00016,2022-09-22,F02,Gymnasium,15,119,Access control
V00000624,M00016,2022-09-13,F02,Gymnasium,16,124,Access control
V00000625,M00016,2022-09-25,F02,Aquatics,18,79,Access control
V00000626,M00016,2022-10-08,F04,Aquatics,11,113,Access control
V00000627,M00016,2022-11-23,F02,Fitness,16,77,Access control
V00000628,M00016,2022-12-13,F02,Open recreation,18,61,Access control
V00000629,M00016,2023-01-14,F02,Aquatics,8,108,Access control
V00000630,M00016,2023-02-22,F02,Fitness,17,85,Access control
V00000631,M00016,2023-02-27,F02,Open recreation,8,87,Access control
V00000632,M00016,2023-03-06,F02,Fitness,18,100,Access control
V00000633,M00016,2023-03-23,F02,Gymnasium,6,100,Access control
V00000634,M00016,2023-03-23,F02,Open recreation,11,45,Access control
V00000635,M00016,2023-04-17,F02,Group class,6,75,Access control
V00000636,M00016,2023-04-06,F02,Open recreation,6,114,Access control
V00000637,M00016,2023-05-03,F03,Fitness,15,88,Access control
V00000638,M00016,2023-05-11,F02,Open recreation,18,52,Access control
V00000639,M00016,2023-05-02,F02,Gymnasium,18,40,Access control
V00000640,M00016,2023-05-13,F02,Open recreation,17,,Access control
V00000641,M00016,2023-06-13,F02,Fitness,18,85,Front desk entry
V00000642,M00016,2023-07-03,F02,Gymnasium,15,106,Access control
V00000643,M00016,2023-08-27,F02,Aquatics,20,101,Access control
V00000644,M00016,2023-08-07,F02,Open recreation,19,73,Access control
V00000645,M00016,2023-09-20,F01,Fitness,6,64,Access control
V00000646,M00016,2023-10-12,F02,Open recreation,19,120,Access control
V00000647,M00016,2023-10-14,F02,Fitness,18,78,Access control
V00000648,M00016,2023-11-16,F02,Gymnasium,20,60,Access control
V00000649,M00016,2023-12-08,F03,Gymnasium,12,92,Access control
V00000650,M00016,2023-12-12,F02,Aquatics,7,117,Access control
V00000651,M00016,2024-01-21,F02,Open recreation,16,83,Front desk entry
V00000652,M00016,2024-01-21,F03,Aquatics,11,32,Access control
V00000653,M00016,2024-01-01,F01,Gymnasium,6,113,Front desk entry
V00000654,M00016,2024-02-11,F02,Open recreation,18,59,Access control
V00000655,M00016,2024-02-11,F02,Fitness,19,63,Access control
V00000656,M00016,2024-02-14,F02,Gymnasium,19,62,Access control
V00000657,M00016,2024-03-12,F02,Open recreation,17,54,Access control
V00000658,M00016,2024-04-26,F01,Fitness,9,108,Access control
V00000659,M00016,2024-05-22,F02,Fitness,16,120,Front desk entry
V00000660,M00016,2024-05-16,F02,Aquatics,16,80,Access control
V00000661,M00016,2024-05-16,F02,Gymnasium,11,76,Front desk entry
V00000662,M00016,2024-05-17,F02,Gymnasium,18,111,Access control
V00000663,M00016,2024-06-10,F02,Group class,7,72,Access control
V00000664,M00016,2024-07-27,F02,Gymnasium,18,47,Access control
V00000665,M00016,2024-07-04,F02,Aquatics,10,106,Access control
V00000666,M00016,2024-07-15,F03,Fitness,18,126,Access control
V00000667,M00016,2024-07-16,F02,Aquatics,16,124,Access control
V00000668,M00016,2024-08-06,F02,Gymnasium,7,76,Access control
V00000669,M00016,2024-09-25,F02,Gymnasium,17,69,Access control
V00000670,M00016,2024-09-09,F02,Fitness,8,123,Access control
V00000671,M00016,2024-10-16,F02,Group class,18,121,Access control
V00000672,M00016,2024-10-26,F03,Gymnasium,7,71,Access control
V00000673,M00016,2024-11-05,F04,Gymnasium,18,114,Access control
V00000674,M00016,2024-11-02,F02,Open recreation,6,72,Access control
V00000675,M00016,2024-11-13,F01,Aquatics,18,62,Access control
V00000676,M00016,2024-11-21,F02,Fitness,10,71,Access control
V00000677,M00016,2024-12-14,F02,Gymnasium,17,70,Access control
V00000678,M00016,2024-12-11,F02,Fitness,7,43,Access control
V00000679,M00016,2025-01-08,F02,Fitness,18,102,Access control
V00000680,M00016,2025-01-22,F02,Gymnasium,20,69,Access control
V00000681,M00016,2025-02-17,F02,Gymnasium,19,119,Access control
V00000682,M00016,2025-02-09,F02,Gymnasium,18,106,Access control
V00000683,M00016,2025-03-16,F02,Gymnasium,17,68,Access control
V00000684,M00016,2025-04-19,F02,Open recreation,16,30,Access control
V00000685,M00016,2025-05-12,F02,Open recreation,7,55,Access control
V00000686,M00016,2025-06-24,F04,Gymnasium,8,82,Access control
V00000687,M00016,2025-07-27,F02,Fitness,8,72,Access control
V00000688,M00016,2025-07-20,F02,Group class,17,75,Access control
V00000689,M00016,2025-08-12,F02,Open recreation,19,114,Access control
V00000690,M00016,2025-09-22,F02,Fitness,18,127,Access control
V00000691,M00016,2025-09-11,F02,Gymnasium,9,88,Access control
V00000692,M00016,2025-10-20,F02,Aquatics,18,125,Access control
V00000693,M00016,2025-10-24,F02,Gymnasium,20,118,Access control
V00000694,M00016,2025-10-10,F02,Fitness,19,93,Access control
V00000695,M00016,2025-10-23,F02,Aquatics,10,101,Front desk entry
V00000696,M00016,2025-11-14,F02,Fitness,12,43,Access control
V00000697,M00016,2025-11-11,F02,Fitness,20,50,Access control
V00000698,M00016,2025-12-08,F04,Aquatics,6,49,Access control
V00000699,M00016,2025-12-22,F03,Gymnasium,7,95,Access control
V00000700,M00017,2024-11-15,F02,Fitness,7,109,Access control
V00000701,M00017,2024-12-12,F02,Gymnasium,7,96,Access control
V00000702,M00017,2024-12-18,F02,Fitness,15,82,Front desk entry
V00000703,M00017,2025-01-18,F02,Open recreation,11,75,Access control
V00000704,M00017,2025-04-04,F02,Open recreation,16,36,Access control
V00000705,M00017,2025-04-22,F02,Open recreation,16,118,Access control
V00000706,M00017,2025-05-20,F02,Group class,18,33,Access control
