registration_id,program_id,member_id,registration_date,registration_status,amount_paid
R0002055,P20250402,M00500,2025-08-04,Completed,75
R0002056,P20250402,M00323,2025-08-13,Completed,65
R0002057,P20250402,M00761,2025-08-25,Completed,60
R0002058,P20250402,M01132,2025-08-10,Completed,75
R0002059,P20250402,M00116,2025-08-23,Completed,65
R0002060,P20250402,M00363,2025-08-12,Completed,75
R0002061,P20250402,M00609,2025-08-22,Completed,65
R0002062,P20250402,M00065,2025-08-25,Completed,75
R0002063,P20250402,M00696,2025-08-22,Completed,75
R0002064,P20250402,M00840,2025-08-03,Completed,75
R0002065,P20250402,M00014,2025-08-08,Cancelled,75
R0002066,P20250402,M01152,2025-08-14,Completed,75
R0002067,P20250402,M00810,2025-08-13,Completed,75
R0002068,P20250403,M01190,2025-06-21,Completed,30
R0002069,P20250403,M00755,2025-06-09,Cancelled,45
R0002070,P20250403,M00348,2025-06-12,Completed,45
R0002071,P20250403,M00863,2025-06-08,Completed,45
R0002072,P20250403,M00307,2025-06-15,Completed,45
R0002073,P20250403,M00165,2025-06-25,Completed,45
R0002074,P20250403,M01130,2025-06-18,Completed,35
R0002075,P20250403,M01137,2025-06-21,Completed,45
R0002076,P20250403,M00697,2025-06-21,Completed,45
R0002077,P20250403,M01345,2025-06-07,Completed,35
R0002078,P20250403,M01131,2025-06-13,Completed,45
R0002079,P20250403,M01337,2025-06-04,Cancelled,45
R0002080,P20250403,M00611,2025-06-02,Completed,30
R0002081,P20250403,M00639,2025-06-16,Completed,35
R0002082,P20250403,M01161,2025-06-03,Completed,30
R0002083,P20250403,M01117,2025-06-07,Completed,30
R0002084,P20250403,M00717,2025-06-16,Completed,45
R0002085,P20250403,M01109,2025-06-06,Completed,45
R0002086,P20250403,M00946,2025-06-08,Completed,30
R0002087,P20250403,M01165,2025-06-02,Completed,45
R0002088,P20250403,M00177,2025-06-12,Cancelled,45
R0002089,P20250403,M00212,2025-06-09,Completed,45
R0002090,P20250403,M01328,2025-06-03,Completed,35
R0002091,P20250404,M00811,2025-01-23,Completed,65
R0002092,P20250404,M00251,2025-01-21,Completed,75
R0002093,P20250404,M00213,2025-01-15,Completed,75
R0002094,P20250404,M00597,2025-01-18,Completed,65
R0002095,P20250404,M00113,2025-01-23,Completed,75
R0002096,P20250404,M00784,2025-01-21,No-show,75
R0002097,P20250404,M00647,2025-01-03,Completed,60
R0002098,P20250404,M00960,2025-01-06,Completed,60
R0002099,P20250404,M00369,2025-01-17,Completed,65
R0002100,P20250404,M00656,2025-01-04,Completed,65
R0002101,P20250404,M00642,2025-01-02,No-show,75
R0002102,P20250404,M00629,2025-01-15,Completed,60
R0002103,P20250404,M01328,2025-01-02,Cancelled,75
R0002104,P20250404,M01066,2025-01-13,Completed,75
R0002105,P20250404,M00963,2025-01-20,Completed,75
R0002106,P20250404,M00447,2025-01-01,Completed,75
R0002107,P20250404,M01085,2025-01-15,Completed,75
R0002108,P20250405,M01223,2025-01-25,Cancelled,60
R0002109,P20250405,M00101,2025-01-03,Completed,60
R0002110,P20250405,M01350,2025-01-23,Completed,45
R0002111,P20250405,M00019,2025-01-16,Completed,60
R0002112,P20250405,M00815,2025-01-06,Completed,60
R0002113,P20250405,M00987,2025-01-12,Completed,60
R0002114,P20250405,M00144,2025-01-04,Completed,50
R0002115,P20250405,M01310,2025-01-09,Completed,60
R0002116,P20250405,M00256,2025-01-10,Completed,50
R0002117,P20250405,M00961,2025-01-14,Completed,60
R0002118,P20250405,M01016,2025-01-23,Completed,60
R0002119,P20250405,M01075,2025-01-17,No-show,60
R0002120,P20250405,M00499,2025-01-12,Completed,60
R0002121,P20250405,M01139,2025-01-14,Completed,60
R0002122,P20250405,M00698,2025-01-07,Completed,60
R0002123,P20250405,M00009,2025-01-13,Completed,45
R0002124,P20250406,M01067,2025-03-12,Completed,90
R0002125,P20250406,M01381,2025-03-06,Completed,75
R0002126,P20250406,M01350,2025-03-17,No-show,75
R0002127,P20250406,M00993,2025-03-14,Completed,90
R0002128,P20250406,M00408,2025-03-18,Completed,90
R0002129,P20250406,M00841,2025-03-02,Completed,80
R0002130,P20250406,M00702,2025-03-08,Completed,90
R0002131,P20250406,M00056,2025-03-17,Cancelled,90
R0002132,P20250406,M00264,2025-03-16,Completed,90
R0002133,P20250406,M00843,2025-03-23,Completed,90
R0002134,P20250406,M00088,2025-03-18,Completed,90
R0002135,P20250406,M00022,2025-03-22,Completed,90
R0002136,P20250406,M01217,2025-03-20,No-show,80
R0002137,P20250406,M00070,2025-03-10,Completed,90
R0002138,P20250406,M00350,2025-03-05,Completed,90
R0002139,P20250406,M00560,2025-03-04,Completed,80
R0002140,P20250406,M01276,2025-03-09,Completed,90
R0002141,P20250406,M00435,2025-03-19,Completed,75
R0002142,P20250406,M00219,2025-03-14,Completed,90
R0002143,P20250406,M00823,2025-03-11,Completed,80
R0002144,P20250406,M01383,2025-03-05,Completed,90
R0002145,P20250407,M01044,2025-08-04,Completed,75
R0002146,P20250407,M00728,2025-08-11,Completed,75
R0002147,P20250407,M01142,2025-08-08,Completed,90
R0002148,P20250407,M01360,2025-08-08,Completed,80
R0002149,P20250407,M01195,2025-08-24,Completed,90
R0002150,P20250407,M00324,2025-08-07,Completed,90
R0002151,P20250407,M01190,2025-08-06,Completed,90
R0002152,P20250407,M00108,2025-08-13,Completed,75
R0002153,P20250407,M00699,2025-08-11,Completed,75
R0002154,P20250407,M01239,2025-08-06,Completed,90
R0002155,P20250407,M00060,2025-08-11,Cancelled,90
R0002156,P20250407,M01331,2025-08-10,Completed,75
R0002157,P20250407,M00200,2025-08-06,Completed,80
R0002158,P20250407,M01182,2025-08-10,Completed,75
R0002159,P20250407,M00469,2025-08-14,Completed,90
R0002160,P20250407,M00813,2025-08-07,Completed,90
R0002161,P20250407,M00250,2025-08-21,Completed,90
R0002162,P20250407,M01074,2025-08-24,Completed,90
R0002163,P20250407,M01315,2025-08-22,No-show,80
R0002164,P20250407,M00196,2025-08-06,Completed,75
R0002165,P20250407,M00649,2025-08-23,Cancelled,90
R0002166,P20250407,M00128,2025-08-19,Completed,90
R0002167,P20250407,M00887,2025-08-01,Completed,80
R0002168,P20250407,M01268,2025-08-05,No-show,90
R0002169,P20250407,M01298,2025-08-06,No-show,90
R0002170,P20250408,M00980,2025-08-11,Completed,60
R0002171,P20250408,M00365,2025-08-14,Completed,60
R0002172,P20250408,M00849,2025-08-23,Completed,60
R0002173,P20250408,M00088,2025-08-16,Completed,50
R0002174,P20250408,M00980,2025-08-07,Completed,50
R0002175,P20250408,M00623,2025-08-18,Completed,45
R0002176,P20250408,M01052,2025-08-04,Completed,60
R0002177,P20250408,M00842,2025-08-20,Completed,50
R0002178,P20250408,M00122,2025-08-19,Completed,60
R0002179,P20250408,M01315,2025-08-12,No-show,45
R0002180,P20250408,M01297,2025-08-18,Completed,45
R0002181,P20250408,M00334,2025-08-15,Completed,60
R0002182,P20250408,M00479,2025-08-25,Completed,45
R0002183,P20250408,M00258,2025-08-21,No-show,60
R0002184,P20250408,M00923,2025-08-08,Completed,60
R0002185,P20250408,M00633,2025-08-09,Completed,45
R0002186,P20250408,M00781,2025-08-02,Cancelled,60
R0002187,P20250408,M01149,2025-08-23,Completed,60
R0002188,P20250408,M00913,2025-08-01,Completed,45
R0002189,P20250408,M00118,2025-08-21,Completed,60
R0002190,P20250408,M00014,2025-08-11,Completed,45
R0002191,P20250408,M00403,2025-08-08,Completed,45
R0002192,P20250408,M00818,2025-08-08,Completed,60
R0002193,P20250408,M00641,2025-08-03,Completed,60
R0002194,P20250408,M00912,2025-08-11,Completed,60
R0002195,P20250408,M00688,2025-08-15,Completed,60
R0002196,P20250408,M00227,2025-08-15,Completed,60
R0002197,P20250408,M00576,2025-08-03,Completed,45
