member_id,household_id,join_date,home_facility_id,service_area,age_group,membership_type,acquisition_channel,marketing_consent,postal_fsa,engagement_score
M01145,H00573,2022-03-03,F03,North Valley,50-64,Adult annual,Referral,Yes,V1A,1.222
M01146,H01146,2022-02-19,F04,West Valley,50-64,Senior annual,Walk-in,Yes,V1C,1.689
M01147,H01147,2022-03-15,F01,Central,50-64,Senior annual,Paid social,Yes,V1C,1.297
M01148,H00574,2025-01-06,F02,East Shore,18-34,Family annual,Paid social,Yes,V1B,1.587
M01149,H01149,2023-08-09,F01,Central,35-49,Adult annual,Organic web,No,V1E,1.537
M01150,H00384,2025-07-17,F03,North Valley,18-34,Adult annual,Referral,Yes,V1E,0.465
M01151,H00576,2022-07-26,F01,Central,35-49,Monthly flexible,Paid social,No,V1D,1.116
M01152,H00576,2023-04-02,F01,Central,65+,Family annual,Organic web,Yes,V1E,1.133
M01153,H01153,2025-03-15,F04,West Valley,18-34,Adult annual,Organic web,Yes,V1A,0.696
M01154,H00577,2024-05-27,F04,West Valley,18-34,Adult annual,Walk-in,No,V1B,1.356
M01155,H00578,2024-07-14,F01,Central,35-49,Youth annual,Walk-in,No,V1B,0.719
M01156,H01156,2024-09-19,F01,Central,18-34,Monthly flexible,Walk-in,Yes,V1A,1.194
M01157,H00579,2024-09-29,F04,West Valley,18-34,Adult annual,Community event,Yes,V1B,1.575
M01158,H00579,2025-05-16,F02,East Shore,35-49,Adult annual,Community event,Yes,V1E,1.363
M01159,H00387,2022-01-28,F01,Central,18-34,Adult annual,Organic web,Yes,V1D,1.06
M01160,H00387,2024-09-13,F03,North Valley,35-49,Senior annual,Organic web,No,V1C,0.974
M01161,H00387,2024-03-31,F03,North Valley,35-49,Family annual,Paid social,No,V1E,0.99
M01162,H00388,2025-04-07,F02,East Shore,65+,Adult annual,Organic web,No,V1C,0.641
M01163,H00582,2023-08-27,F01,Central,35-49,Monthly flexible,Email,Yes,V1B,0.703
M01164,H01164,2023-05-29,F01,Central,50-64,Senior annual,Walk-in,Yes,V1A,1.451
M01165,H01165,2023-08-22,F01,Central,35-49,Senior annual,Walk-in,Yes,V1E,1.136
M01166,H01166,2025-10-13,F02,East Shore,50-64,Adult annual,Organic web,No,V1A,1.031
M01167,H00389,2023-06-07,F01,Central,18-34,Family annual,Organic web,Yes,V1C,1.094
M01168,H01168,2022-10-28,F02,East Shore,50-64,Family annual,Referral,No,V1E,1.402
M01169,H00390,2023-04-09,F04,West Valley,18-34,Adult annual,Community event,No,V1B,1.657
M01170,H01170,2025-11-16,F01,Central,Under 18,Adult annual,Organic web,Yes,V1C,0.883
M01171,H00586,2023-03-28,F04,West Valley,50-64,Adult annual,Referral,No,V1A,0.737
M01172,H01172,2025-09-01,F02,East Shore,18-34,Monthly flexible,Email,Yes,V1C,0.485
M01173,H00391,2025-03-27,F01,Central,65+,Family annual,Walk-in,Yes,V1B,0.835
M01174,H01174,2024-09-24,F01,Central,18-34,Adult annual,Community event,Yes,V1B,1.644
M01175,H00588,2025-02-14,F01,Central,35-49,Adult annual,Organic web,Yes,V1A,1.408
M01176,H00588,2025-07-15,F01,Central,35-49,Adult annual,Walk-in,Yes,V1B,1.424
M01177,H01177,2022-09-19,F02,East Shore,35-49,Monthly flexible,Referral,Yes,V1C,1.266
M01178,H01178,2024-05-02,F04,West Valley,50-64,Adult annual,Referral,Yes,V1A,0.74
M01179,H01179,2022-02-15,F02,East Shore,35-49,Adult annual,Organic web,Yes,V1C,0.708
M01180,H00394,2024-02-25,F03,North Valley,35-49,Monthly flexible,Email,Yes,V1E,1.355
M01181,H01181,2023-05-05,F03,North Valley,35-49,Adult annual,Community event,Yes,V1D,1.592
M01182,H00591,2022-01-29,F04,West Valley,35-49,Family annual,Walk-in,Yes,V1E,1.428
M01183,H01183,2025-01-13,F04,West Valley,35-49,Family annual,Email,Yes,V1C,0.694
M01184,H01184,2023-09-28,F04,West Valley,18-34,Adult annual,Paid social,Yes,V1D,1.224
M01185,H00395,2025-10-12,F04,West Valley,50-64,Senior annual,Walk-in,Yes,V1D,1.148
M01186,H01186,2022-06-03,F03,North Valley,35-49,Family annual,Referral,Yes,V1B,0.609
M01187,H01187,2023-01-06,F02,East Shore,35-49,Family annual,Email,Yes,V1B,0.715
M01188,H01188,2023-11-20,F01,Central,35-49,Family annual,Walk-in,No,V1A,1.262
M01189,H00595,2022-11-16,F04,West Valley,18-34,Adult annual,Walk-in,Yes,V1A,1.523
M01190,H01190,2024-08-27,F02,East Shore,18-34,Senior annual,Community event,Yes,V1B,1.323
M01191,H00596,2023-04-18,F02,East Shore,35-49,Monthly flexible,Referral,No,V1C,0.88
M01192,H01192,2025-03-13,F02,East Shore,Under 18,Senior annual,Walk-in,No,V1E,1.046
M01193,H00597,2023-06-10,F02,East Shore,35-49,Monthly flexible,Organic web,Yes,V1B,0.857
M01194,H01194,2024-01-14,F01,Central,Under 18,Monthly flexible,Referral,Yes,V1A,1.3
M01195,H00399,2024-05-01,F02,East Shore,65+,Monthly flexible,Walk-in,Yes,V1B,0.831
M01196,H00598,2024-01-14,F02,East Shore,18-34,Family annual,Community event,Yes,V1D,0.536
M01197,H01197,2023-10-31,F01,Central,50-64,Adult annual,Paid social,Yes,V1D,1.594
M01198,H01198,2025-04-01,F02,East Shore,35-49,Monthly flexible,Organic web,Yes,V1D,1.186
M01199,H01199,2024-09-29,F03,North Valley,50-64,Family annual,Organic web,Yes,V1E,1.468
M01200,H01200,2023-06-14,F01,Central,Under 18,Family annual,Paid social,No,V1C,1.594
M01201,H01201,2023-03-26,F04,West Valley,65+,Family annual,Organic web,Yes,V1C,0.637
M01202,H01202,2023-10-24,F01,Central,18-34,Adult annual,Email,No,V1D,1.513
M01203,H00602,2023-08-05,F02,East Shore,50-64,Adult annual,Organic web,Yes,V1A,0.734
M01204,H01204,2025-10-03,F03,North Valley,Under 18,Adult annual,Referral,Yes,V1E,1.588
M01205,H01205,2023-07-24,F02,East Shore,65+,Senior annual,Referral,Yes,V1C,0.615
M01206,H00603,2024-08-30,F02,East Shore,50-64,Senior annual,Organic web,No,V1D,1.429
M01207,H00604,2022-11-10,F03,North Valley,Under 18,Adult annual,Community event,Yes,V1C,1.694
M01208,H01208,2024-03-20,F01,Central,18-34,Monthly flexible,Organic web,No,V1B,1.063
M01209,H01209,2023-07-10,F04,West Valley,35-49,Youth annual,Referral,Yes,V1B,1.646
M01210,H00404,2022-11-19,F01,Central,18-34,Family annual,Email,Yes,V1B,0.482
M01211,H00404,2022-10-31,F04,West Valley,35-49,Senior annual,Community event,Yes,V1E,1.358
M01212,H00404,2023-05-08,F04,West Valley,18-34,Monthly flexible,Paid social,No,V1C,0.883
M01213,H01213,2025-10-23,F02,East Shore,35-49,Monthly flexible,Walk-in,Yes,V1C,0.608
M01214,H00607,2024-08-20,F03,North Valley,Under 18,Youth annual,Paid social,Yes,V1B,1.328
M01215,H01215,2023-03-30,F01,Central,18-34,Adult annual,Referral,Yes,V1B,1.634
M01216,H01216,2024-10-08,F01,Central,18-34,Adult annual,Email,Yes,V1C,0.696
M01217,H00609,2023-06-04,F01,Central,Under 18,Family annual,Referral,Yes,V1D,0.495
M01218,H01218,2024-03-23,F01,Central,35-49,Adult annual,Email,Yes,V1C,1.295
M01219,H00610,2024-02-27,F03,North Valley,50-64,Adult annual,Walk-in,Yes,V1C,1.593
M01220,H01220,2025-04-19,F01,Central,65+,Family annual,Organic web,No,V1C,0.821
M01221,H00611,2023-01-14,F01,Central,65+,Family annual,Paid social,Yes,V1C,1.336
M01222,H01222,2022-06-26,F04,West Valley,50-64,Adult annual,Referral,Yes,V1A,0.766
M01223,H01223,2023-06-20,F02,East Shore,18-34,Monthly flexible,Referral,Yes,V1B,0.473
M01224,H00612,2024-11-19,F01,Central,18-34,Monthly flexible,Referral,No,V1B,0.474
M01225,H00409,2023-09-11,F04,West Valley,35-49,Senior annual,Referral,No,V1B,0.807
M01226,H01226,2025-05-25,F02,East Shore,Under 18,Adult annual,Email,No,V1B,0.779
M01227,H00614,2022-03-29,F01,Central,65+,Family annual,Walk-in,Yes,V1C,0.861
M01228,H01228,2023-11-18,F03,North Valley,65+,Family annual,Email,Yes,V1A,0.58
M01229,H01229,2025-06-05,F01,Central,35-49,Family annual,Referral,Yes,V1B,1.375
M01230,H00615,2022-08-08,F04,West Valley,35-49,Family annual,Paid social,Yes,V1B,0.593
M01231,H01231,2024-07-09,F04,West Valley,35-49,Adult annual,Walk-in,Yes,V1C,1.438
M01232,H01232,2023-03-10,F02,East Shore,18-34,Senior annual,Referral,Yes,V1A,0.591
M01233,H01233,2023-07-26,F01,Central,50-64,Adult annual,Email,No,V1D,0.797
M01234,H01234,2025-01-10,F02,East Shore,35-49,Family annual,Community event,Yes,V1B,1.428
M01235,H01235,2023-10-20,F02,East Shore,65+,Senior annual,Paid social,Yes,V1C,1.675
M01236,H01236,2024-02-29,F04,West Valley,18-34,Family annual,Referral,Yes,V1B,1.062
M01237,H01237,2024-05-29,F03,North Valley,65+,Senior annual,Organic web,Yes,V1E,0.824
M01238,H00619,2025-02-21,F03,North Valley,50-64,Youth annual,Paid social,No,V1D,0.679
M01239,H00413,2024-06-01,F01,Central,35-49,Family annual,Organic web,Yes,V1A,0.736
M01240,H01240,2023-03-26,F03,North Valley,65+,Monthly flexible,Paid social,Yes,V1A,1.304
M01241,H00621,2022-04-05,F01,Central,18-34,Senior annual,Community event,Yes,V1B,0.893
M01242,H01242,2024-06-24,F01,Central,Under 18,Monthly flexible,Walk-in,Yes,V1B,0.562
M01243,H01243,2025-01-16,F03,North Valley,50-64,Adult annual,Referral,No,V1A,0.749
M01244,H00622,2022-03-24,F02,East Shore,Under 18,Adult annual,Referral,No,V1D,0.938
M01245,H00415,2023-08-29,F02,East Shore,35-49,Monthly flexible,Walk-in,Yes,V1E,1.296
M01246,H00623,2025-10-11,F02,East Shore,35-49,Family annual,Paid social,Yes,V1A,0.765
M01247,H00624,2024-04-10,F01,Central,Under 18,Adult annual,Walk-in,Yes,V1C,0.691
M01248,H00416,2022-02-21,F03,North Valley,Under 18,Family annual,Organic web,Yes,V1A,1.076
M01249,H01249,2024-11-15,F01,Central,Under 18,Youth annual,Paid social,Yes,V1A,0.842
M01250,H01250,2025-03-11,F02,East Shore,18-34,Family annual,Community event,Yes,V1E,0.745
M01251,H01251,2023-02-05,F04,West Valley,35-49,Adult annual,Email,No,V1D,1.411
M01252,H00418,2024-07-29,F02,East Shore,50-64,Monthly flexible,Organic web,Yes,V1A,1.568
M01253,H01253,2024-03-02,F02,East Shore,18-34,Monthly flexible,Walk-in,No,V1C,0.511
M01254,H00418,2023-02-22,F03,North Valley,Under 18,Family annual,Community event,Yes,V1B,1.423
M01255,H01255,2025-02-04,F04,West Valley,50-64,Adult annual,Organic web,No,V1B,1.417
M01256,H00628,2023-01-10,F01,Central,18-34,Adult annual,Referral,Yes,V1C,0.507
M01257,H00419,2023-08-14,F03,North Valley,50-64,Family annual,Referral,Yes,V1C,1.064
M01258,H00420,2025-10-13,F03,North Valley,18-34,Adult annual,Walk-in,Yes,V1D,0.673
M01259,H01259,2023-02-15,F04,West Valley,50-64,Adult annual,Paid social,Yes,V1B,1.234
M01260,H00630,2022-09-19,F04,West Valley,65+,Family annual,Email,No,V1D,0.467
M01261,H01261,2023-02-23,F02,East Shore,65+,Family annual,Organic web,Yes,V1E,0.821
M01262,H01262,2023-09-18,F02,East Shore,18-34,Monthly flexible,Referral,No,V1A,0.525
M01263,H01263,2022-04-30,F03,North Valley,50-64,Adult annual,Organic web,Yes,V1C,0.927
M01264,H00632,2022-10-10,F01,Central,18-34,Youth annual,Referral,Yes,V1C,1.302
M01265,H01265,2023-08-17,F01,Central,50-64,Family annual,Paid social,Yes,V1C,1.612
M01266,H01266,2025-04-04,F01,Central,35-49,Adult annual,Walk-in,No,V1A,1.117
M01267,H01267,2022-05-24,F01,Central,35-49,Family annual,Organic web,Yes,V1A,0.481
M01268,H00634,2024-05-17,F01,Central,50-64,Senior annual,Referral,Yes,V1D,1.113
M01269,H00635,2023-03-06,F03,North Valley,18-34,Adult annual,Referral,Yes,V1D,0.568
M01270,H00635,2024-07-16,F04,West Valley,18-34,Monthly flexible,Organic web,No,V1B,0.926
M01271,H00636,2022-11-04,F01,Central,65+,Adult annual,Community event,Yes,V1D,0.845
M01272,H01272,2024-03-13,F02,East Shore,65+,Senior annual,Walk-in,Yes,V1E,1.637
M01273,H01273,2024-07-22,F03,North Valley,18-34,Adult annual,Organic web,Yes,V1E,0.748
M01274,H01274,2022-01-10,F01,Central,Under 18,Family annual,Organic web,Yes,V1B,0.969
M01275,H01275,2024-04-17,F02,East Shore,50-64,Family annual,Organic web,No,V1B,1.551
M01276,H01276,2025-08-14,F04,West Valley,35-49,Youth annual,Organic web,No,V1C,0.575
M01277,H01277,2024-09-15,F01,Central,18-34,Adult annual,Paid social,Yes,V1C,1.165
M01278,H00639,2024-05-11,F03,North Valley,35-49,Adult annual,Organic web,Yes,V1C,1.177
M01279,H01279,2023-03-12,F01,Central,35-49,Youth annual,Organic web,No,V1A,1.003
M01280,H01280,2023-08-22,F03,North Valley,18-34,Adult annual,Referral,Yes,V1C,0.504
M01281,H00641,2025-01-14,F02,East Shore,18-34,Family annual,Referral,Yes,V1C,1.306
M01282,H01282,2025-02-01,F02,East Shore,65+,Adult annual,Walk-in,Yes,V1B,1.53
M01283,H00642,2024-10-10,F02,East Shore,65+,Adult annual,Walk-in,Yes,V1A,1.12
M01284,H01284,2023-10-13,F01,Central,50-64,Youth annual,Paid social,No,V1A,0.719
M01285,H01285,2022-01-29,F04,West Valley,18-34,Adult annual,Organic web,Yes,V1C,0.476
M01286,H01286,2024-01-11,F02,East Shore,18-34,Adult annual,Community event,No,V1C,1.685
M01287,H01287,2023-06-30,F04,West Valley,Under 18,Senior annual,Paid social,No,V1B,1.423
M01288,H01288,2023-02-12,F02,East Shore,18-34,Adult annual,Walk-in,Yes,V1C,1.285
M01289,H00430,2024-11-13,F01,Central,35-49,Adult annual,Email,Yes,V1B,1.042
M01290,H01290,2023-08-21,F02,East Shore,18-34,Family annual,Paid social,No,V1A,0.664
M01291,H01291,2022-08-15,F02,East Shore,18-34,Monthly flexible,Referral,No,V1E,1.041
M01292,H01292,2023-07-05,F03,North Valley,50-64,Family annual,Community event,Yes,V1D,1.068
M01293,H01293,2022-02-06,F04,West Valley,18-34,Senior annual,Walk-in,No,V1C,1.074
M01294,H00432,2023-05-06,F03,North Valley,50-64,Adult annual,Walk-in,No,V1A,1.533
M01295,H01295,2025-09-05,F02,East Shore,50-64,Adult annual,Email,Yes,V1E,1.499
M01296,H00648,2024-10-19,F04,West Valley,18-34,Senior annual,Referral,Yes,V1D,0.986
M01297,H00433,2022-03-25,F04,West Valley,18-34,Family annual,Community event,Yes,V1B,0.952
M01298,H01298,2025-01-17,F02,East Shore,65+,Monthly flexible,Community event,Yes,V1D,1.139
M01299,H01299,2022-04-04,F02,East Shore,35-49,Adult annual,Organic web,No,V1A,1.304
M01300,H01300,2024-04-29,F04,West Valley,35-49,Adult annual,Referral,Yes,V1B,0.65
M01301,H01301,2025-08-01,F01,Central,18-34,Monthly flexible,Email,No,V1B,1.461
M01302,H00434,2024-09-08,F01,Central,35-49,Family annual,Community event,Yes,V1A,1.674
M01303,H01303,2022-04-18,F01,Central,18-34,Senior annual,Community event,Yes,V1B,0.719
M01304,H01304,2024-07-10,F03,North Valley,18-34,Family annual,Paid social,No,V1E,0.678
M01305,H00653,2023-06-16,F03,North Valley,35-49,Youth annual,Referral,Yes,V1A,1.014
M01306,H01306,2024-01-17,F02,East Shore,65+,Adult annual,Organic web,Yes,V1C,1.342
M01307,H01307,2022-06-27,F02,East Shore,35-49,Monthly flexible,Organic web,Yes,V1C,0.704
M01308,H00654,2024-07-10,F01,Central,35-49,Family annual,Referral,Yes,V1C,1.501
M01309,H00655,2023-02-12,F04,West Valley,65+,Youth annual,Referral,No,V1E,1.249
M01310,H01310,2022-07-01,F04,West Valley,65+,Monthly flexible,Walk-in,Yes,V1B,0.911
M01311,H01311,2022-01-26,F01,Central,18-34,Adult annual,Referral,Yes,V1D,0.656
M01312,H01312,2025-06-07,F04,West Valley,50-64,Adult annual,Paid social,No,V1A,0.541
M01313,H00438,2023-07-25,F02,East Shore,65+,Monthly flexible,Organic web,Yes,V1C,1.136
M01314,H01314,2022-06-16,F01,Central,35-49,Adult annual,Referral,Yes,V1C,1.649
M01315,H00658,2022-10-10,F01,Central,50-64,Adult annual,Community event,Yes,V1A,0.979
M01316,H00439,2023-01-23,F01,Central,50-64,Adult annual,Organic web,Yes,V1B,1.024
M01317,H00439,2024-04-24,F01,Central,35-49,Adult annual,Organic web,No,V1A,0.932
M01318,H01318,2023-06-28,F04,West Valley,50-64,Senior annual,Referral,Yes,V1D,0.714
M01319,H00660,2022-11-24,F04,West Valley,35-49,Family annual,Referral,No,V1D,0.688
M01320,H01320,2024-09-29,F01,Central,35-49,Adult annual,Community event,Yes,V1A,1.254
M01321,H00441,2023-10-29,F03,North Valley,18-34,Family annual,Walk-in,Yes,V1D,0.526
M01322,H01322,2025-04-01,F01,Central,18-34,Adult annual,Organic web,Yes,V1C,1.602
M01323,H01323,2022-07-19,F01,Central,18-34,Adult annual,Community event,Yes,V1E,1.358
M01324,H01324,2024-11-08,F02,East Shore,18-34,Family annual,Organic web,Yes,V1C,1.275
M01325,H00663,2022-07-14,F03,North Valley,50-64,Monthly flexible,Organic web,Yes,V1C,0.562
M01326,H00663,2022-02-28,F01,Central,65+,Family annual,Organic web,No,V1C,0.95
M01327,H01327,2022-10-06,F01,Central,18-34,Adult annual,Organic web,Yes,V1B,0.716
M01328,H01328,2025-07-26,F04,West Valley,35-49,Family annual,Organic web,No,V1A,0.878
M01329,H00443,2023-01-30,F01,Central,35-49,Family annual,Referral,No,V1A,1.621
M01330,H00444,2024-08-06,F04,West Valley,50-64,Youth annual,Walk-in,No,V1A,0.903
M01331,H01331,2023-02-12,F04,West Valley,50-64,Adult annual,Walk-in,No,V1A,1.292
M01332,H01332,2023-05-13,F04,West Valley,18-34,Adult annual,Paid social,Yes,V1D,0.63
M01333,H00667,2022-02-07,F02,East Shore,50-64,Youth annual,Organic web,Yes,V1C,1.567
M01334,H01334,2024-09-16,F01,Central,50-64,Monthly flexible,Walk-in,No,V1D,1.484
M01335,H00668,2025-04-13,F01,Central,35-49,Adult annual,Email,Yes,V1B,0.635
M01336,H00446,2023-03-30,F04,West Valley,18-34,Adult annual,Organic web,Yes,V1E,1.444
M01337,H01337,2022-05-24,F01,Central,50-64,Monthly flexible,Walk-in,Yes,V1C,0.589
M01338,H00669,2022-02-13,F01,Central,18-34,Youth annual,Walk-in,Yes,V1E,1.19
M01339,H01339,2022-08-21,F02,East Shore,65+,Youth annual,Organic web,No,V1D,0.741
M01340,H01340,2024-03-09,F01,Central,50-64,Adult annual,Organic web,No,V1C,1.68
M01341,H01341,2022-01-05,F01,Central,50-64,Family annual,Email,Yes,V1D,0.56
M01342,H01342,2025-10-15,F02,East Shore,18-34,Youth annual,Referral,Yes,V1C,1.377
M01343,H00448,2025-08-15,F04,West Valley,50-64,Adult annual,Walk-in,No,V1B,0.82
M01344,H01344,2024-08-31,F04,West Valley,Under 18,Adult annual,Referral,Yes,V1C,0.639
M01345,H01345,2022-03-25,F01,Central,18-34,Family annual,Referral,Yes,V1A,1.534
M01346,H00449,2024-05-08,F01,Central,18-34,Family annual,Organic web,Yes,V1B,1.116
M01347,H01347,2024-01-08,F02,East Shore,65+,Monthly flexible,Paid social,No,V1E,0.815
M01348,H00450,2023-04-09,F01,Central,50-64,Adult annual,Walk-in,Yes,V1C,1.082
M01349,H01349,2023-03-03,F02,East Shore,50-64,Adult annual,Organic web,No,V1C,0.725
M01350,H01350,2023-10-15,F04,West Valley,18-34,Adult annual,Referral,Yes,V1B,1.615
M01351,H00676,2023-04-06,F03,North Valley,50-64,Family annual,Referral,Yes,V1E,1.258
M01352,H01352,2022-04-04,F02,East Shore,18-34,Adult annual,Walk-in,No,V1B,1.071
M01353,H00451,2025-10-17,F01,Central,18-34,Adult annual,Community event,Yes,V1A,0.828
M01354,H00677,2023-11-11,F03,North Valley,35-49,Monthly flexible,Paid social,Yes,V1D,1.274
M01355,H01355,2024-01-10,F02,East Shore,18-34,Monthly flexible,Paid social,Yes,V1E,1.639
M01356,H01356,2023-02-04,F01,Central,50-64,Adult annual,Organic web,Yes,V1C,1.466
M01357,H00453,2022-09-29,F02,East Shore,50-64,Monthly flexible,Community event,Yes,V1C,0.94
M01358,H01358,2025-06-23,F02,East Shore,18-34,Monthly flexible,Referral,Yes,V1B,1.019
M01359,H00453,2022-10-21,F01,Central,35-49,Monthly flexible,Walk-in,Yes,V1E,0.747
M01360,H01360,2024-03-22,F03,North Valley,50-64,Adult annual,Walk-in,No,V1B,1.496
M01361,H01361,2023-03-26,F04,West Valley,65+,Monthly flexible,Referral,Yes,V1A,1.052
M01362,H00454,2025-10-16,F01,Central,35-49,Adult annual,Paid social,Yes,V1D,0.469
M01363,H01363,2022-02-19,F01,Central,18-34,Adult annual,Walk-in,No,V1C,0.509
M01364,H01364,2023-05-26,F04,West Valley,35-49,Adult annual,Email,No,V1B,1.492
M01365,H01365,2024-02-05,F02,East Shore,18-34,Family annual,Organic web,Yes,V1A,1.271
M01366,H01366,2023-08-21,F01,Central,35-49,Family annual,Email,Yes,V1C,0.761
M01367,H00684,2023-05-25,F01,Central,Under 18,Adult annual,Referral,Yes,V1C,1.095
M01368,H01368,2023-03-14,F04,West Valley,50-64,Monthly flexible,Organic web,Yes,V1D,1.071
M01369,H01369,2022-09-03,F02,East Shore,18-34,Youth annual,Email,Yes,V1D,1.142
M01370,H00457,2022-11-03,F01,Central,65+,Family annual,Walk-in,Yes,V1D,0.871
M01371,H01371,2024-10-29,F02,East Shore,18-34,Adult annual,Community event,Yes,V1E,1.178
M01372,H00686,2024-02-15,F03,North Valley,35-49,Adult annual,Community event,Yes,V1D,1.253
M01373,H01373,2022-05-18,F02,East Shore,18-34,Family annual,Referral,No,V1C,1.221
M01374,H01374,2024-03-19,F04,West Valley,50-64,Youth annual,Paid social,No,V1D,1.22
M01375,H01375,2023-01-16,F04,West Valley,35-49,Adult annual,Paid social,No,V1D,0.789
M01376,H01376,2022-08-24,F03,North Valley,50-64,Family annual,Organic web,Yes,V1D,0.648
M01377,H01377,2022-01-12,F02,East Shore,50-64,Senior annual,Organic web,Yes,V1D,0.742
M01378,H00460,2024-11-02,F03,North Valley,50-64,Monthly flexible,Paid social,Yes,V1B,0.719
M01379,H01379,2024-10-30,F02,East Shore,35-49,Family annual,Referral,No,V1A,0.523
M01380,H01380,2024-03-09,F03,North Valley,35-49,Adult annual,Walk-in,Yes,V1B,1.22
M01381,H01381,2024-08-03,F02,East Shore,50-64,Family annual,Walk-in,No,V1B,1.049
M01382,H00691,2025-04-06,F01,Central,18-34,Monthly flexible,Walk-in,No,V1A,0.982
M01383,H00461,2023-09-26,F03,North Valley,65+,Family annual,Organic web,Yes,V1A,0.825
M01384,H01384,2024-03-09,F04,West Valley,50-64,Adult annual,Referral,Yes,V1D,1.272
M01385,H01385,2022-11-15,F03,North Valley,65+,Family annual,Community event,Yes,V1C,0.879
M01386,H01386,2022-04-19,F03,North Valley,65+,Adult annual,Referral,Yes,V1D,0.612
M01387,H01387,2022-01-29,F01,Central,35-49,Adult annual,Walk-in,No,V1E,1.275
M01388,H01388,2025-06-17,F04,West Valley,50-64,Family annual,Paid social,Yes,V1D,1.385
M01389,H01389,2022-05-08,F01,Central,Under 18,Adult annual,Walk-in,Yes,V1B,1.075
M01390,H01390,2024-05-28,F04,West Valley,35-49,Senior annual,Walk-in,Yes,V1B,0.55
M01391,H01391,2024-06-18,F02,East Shore,18-34,Family annual,Referral,Yes,V1C,1.524
M01392,H00464,2024-02-23,F03,North Valley,18-34,Family annual,Paid social,No,V1B,1.007
M01393,H00697,2024-10-03,F02,East Shore,Under 18,Senior annual,Organic web,Yes,V1A,1.462
M01394,H01394,2024-01-30,F01,Central,50-64,Adult annual,Organic web,Yes,V1B,0.988
M01395,H00698,2024-09-19,F02,East Shore,50-64,Adult annual,Referral,No,V1A,1.107
M01396,H01396,2025-01-28,F04,West Valley,50-64,Family annual,Community event,Yes,V1C,1.44
M01397,H00466,2025-04-17,F02,East Shore,35-49,Monthly flexible,Paid social,Yes,V1B,0.703
M01398,H00699,2022-10-19,F04,West Valley,50-64,Adult annual,Community event,Yes,V1C,0.476
M01399,H00467,2022-08-31,F01,Central,65+,Monthly flexible,Organic web,Yes,V1E,1.015
M01400,H01400,2023-05-06,F04,West Valley,65+,Senior annual,Paid social,Yes,V1B,1.47
